shot_id,batch,clip,clip_title,scene_id,camera,asset_type,priority,pure_prompt,negative_prompt,story_stage,stage_name,spatial_lock
MSB087,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB087.png. Panel MSB087, Clip 10 围殴哥哥, time 02:34. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 中景. Beat: 阿磊还嘴. Visual focus: 阿磊下巴抬着说话，手却从口袋里抽出来挡在身前. Character focus: 阿磊. Expression: 嘴硬，手先暴露害怕. Blocking and motion: 后退半步. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB087.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB088,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB088.png. Panel MSB088, Clip 10 围殴哥哥, time 02:36. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 中景. Beat: 高杆封退路. Visual focus: 高杆长手臂挡住阿磊侧后，灰白袖子像横杠. Character focus: 高杆/阿磊. Expression: 高杆冷，阿磊被限制. Blocking and motion: 横臂不大动. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB088.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB089,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB089.png. Panel MSB089, Clip 10 围殴哥哥, time 02:38. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 中景. Beat: 大海肩膀顶近. Visual focus: 大海用肩膀和身体把空间压小，不做漂亮拳脚. Character focus: 大海/阿磊. Expression: 大海执行命令. Blocking and motion: 身体前压. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB089.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB090,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB090.png. Panel MSB090, Clip 10 围殴哥哥, time 02:40. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 中景. Beat: 小齐起哄边退. Visual focus: 小齐在边上起哄，身体前探但脚随时想退. Character focus: 小齐. Expression: 兴奋又虚. Blocking and motion: 换重心. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB090.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB091,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB091.png. Panel MSB091, Clip 10 围殴哥哥, time 02:42. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 近景. Beat: 彬子靠近阿磊. Visual focus: 彬子站到阿磊面前，短脖子前压，嘴角歪. Character focus: 彬子/阿磊. Expression: 羞辱对峙. Blocking and motion: 下巴顶人. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB091.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB092,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB092.png. Panel MSB092, Clip 10 围殴哥哥, time 02:44. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 中景. Beat: 第一次推搡. Visual focus: 阿磊被推得肩膀一歪，仍想站稳. Character focus: 阿磊. Expression: 疼但怕丢脸. Blocking and motion: 身体失衡但没倒. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB092.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB093,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,keyframe,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB093.png. Panel MSB093, Clip 10 围殴哥哥, time 02:46. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 中景. Beat: 小川侧面僵住. Visual focus: 小川站在侧面，双手攥书包带，眼睛在哥哥和彬子之间跳. Character focus: 小川. Expression: 想动但不知道怎么动. Blocking and motion: 身体收紧. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB093.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB094,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png. Panel MSB094, Clip 10 围殴哥哥, time 02:48. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 中景. Beat: 小满完全不动. Visual focus: 小满靠墙，嘴角下压，抓衣角，不哭也不喊. Character focus: 小满. Expression: 被吓空. Blocking and motion: 脚尖内扣，冻结. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB095,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,keyframe,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png. Panel MSB095, Clip 10 围殴哥哥, time 02:50. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 低机位中景. Beat: 哥哥失衡低位. Visual focus: 阿磊被推到更低位置，混混身体变成画面边框. Character focus: 阿磊/混混. Expression: 阿磊怕丢脸转为真害怕. Blocking and motion: 手持轻晃后停. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB096,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,end_frame,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png. Panel MSB096, Clip 10 围殴哥哥, time 02:52. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 中近景. Beat: 彬子准备下狠手. Visual focus: 彬子表情变空，手臂或身体准备进一步动作，但不展示暴力细节. Character focus: 彬子. Expression: 牙关咬紧，失控前. Blocking and motion: 动作停在准备阶段. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB097,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png. Panel MSB097, Clip 10 围殴哥哥, time 02:54. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 近景. Beat: 小川视线下坠前. Visual focus: 小川看到彬子的准备动作，脸僵住，眼神即将落向地面. Character focus: 小川. Expression: 恐惧推到顶点. Blocking and motion: 头部开始下移. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png; preserve axis, scale, foreground/midground/background, and subject blocking."
