asset_id,batch,asset_type,planned_path,source_panel,clip,clip_title,priority,source_camera,prompt_focus,status
MSB112_STORYBOARD,B04,storyboard,micro_storyboard_panels/B04/MSB112_12_小川冲过石块点.png,MSB112,12,主角逃跑,A,CAM_ALLEY_05_ESCAPE_VECTOR,小川跑过刚才石块所在位置，湿地反光拉长,planned
MSB113_STORYBOARD,B04,storyboard,micro_storyboard_panels/B04/MSB113_12_追兵启动.png,MSB113,12,主角逃跑,A,CAM_ALLEY_05_ESCAPE_VECTOR,后方混混开始反应追，但与小川保持距离,planned
MSB114_STORYBOARD,B04,storyboard,micro_storyboard_panels/B04/MSB114_12_墙面擦镜.png,MSB114,12,主角逃跑,B,CAM_ALLEY_05_ESCAPE_VECTOR,黑暗墙面快速擦过镜头，作为逃跑隐藏剪辑,planned
MSB115_KEYFRAME,B04,keyframe,micro_storyboard_panels/B04/MSB115_12_路灯拖影.png,MSB115,12,主角逃跑,A,CAM_ALLEY_05_ESCAPE_VECTOR,旧路灯在小川头顶拉成长条，像 CRT 扫描线预兆,planned
MSB116_STORYBOARD,B04,storyboard,micro_storyboard_panels/B04/MSB116_12_小川回头.png,MSB116,12,主角逃跑,A,CAM_ALLEY_05_ESCAPE_VECTOR,小川边跑边短促回头，圆眼睛睁大，嘴还张着,planned
MSB117_STORYBOARD,B04,storyboard,micro_storyboard_panels/B04/MSB117_12_废楼轮廓出现.png,MSB117,12,主角逃跑,A,CAM_ALLEY_05_ESCAPE_VECTOR,小路尽头出现废楼暗入口，像唯一可逃方向,planned
MSB118_END_FRAME,B04,end_frame,micro_storyboard_panels/B04/MSB118_12_小川冲向废楼.png,MSB118,12,主角逃跑,A,CAM_ALLEY_05_ESCAPE_VECTOR,小川朝废楼入口跑去，追兵声音留在后方,planned
MSB119_KEYFRAME,B04,keyframe,micro_storyboard_panels/B04/MSB119_12_黑暗吞没.png,MSB119,12,主角逃跑,A,CAM_ALLEY_05_ESCAPE_VECTOR,小川身影被废楼入口暗处吞进去，路灯黄留在外面,planned
MSB120_START_FRAME,B05,start_frame,micro_storyboard_panels/B05/MSB120_13_入口内反打.png,MSB120,13,进入废楼,A,CAM_CORRIDOR_01_ENTRY_LONG,从废楼内部看小川冲进来，外面小路黄光在身后变小,planned
MSB121_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB121_13_第一次冷绿光.png,MSB121,13,进入废楼,A,CAM_CORRIDOR_01_ENTRY_LONG,冷绿灯管照到小川脸和红领巾，颜色从黄路灯切换,planned
MSB122_KEYFRAME,B05,keyframe,micro_storyboard_panels/B05/MSB122_13_走廊中轴.png,MSB122,13,进入废楼,A,CAM_CORRIDOR_01_ENTRY_LONG,长走廊重复门洞和消防箱清楚，小川站在近处很小,planned
MSB123_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB123_13_小川继续跑.png,MSB123,13,进入废楼,A,CAM_CORRIDOR_01_ENTRY_LONG,小川沿走廊深处跑，书包晃动变小,planned
MSB124_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB124_13_脚步回声.png,MSB124,13,进入废楼,B,CAM_CORRIDOR_01_ENTRY_LONG,白鞋踩过湿冷地面，回声拉长,planned
MSB125_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB125_13_回头看入口.png,MSB125,13,进入废楼,A,CAM_CORRIDOR_01_ENTRY_LONG,小川回头看入口，追兵声像被门口吞掉,planned
MSB126_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB126_13_墙面剥落细节.png,MSB126,13,进入废楼,C,CAM_CORRIDOR_01_ENTRY_LONG,发霉墙、旧标语残片、消防箱红色块，建立废楼质感,planned
MSB127_END_FRAME,B05,end_frame,micro_storyboard_panels/B05/MSB127_13_小川变小.png,MSB127,13,进入废楼,A,CAM_CORRIDOR_01_ENTRY_LONG,小川跑向深处，身影被重复门洞切碎,planned
MSB128_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB128_13_走廊空一拍.png,MSB128,13,进入废楼,B,CAM_CORRIDOR_01_ENTRY_LONG,小川刚跑出画面，走廊空着，只剩冷绿灯闪,planned
MSB129_START_FRAME,B05,start_frame,micro_storyboard_panels/B05/MSB129_14_贴墙低位跟拍.png,MSB129,14,无限走廊,A,CAM_CORRIDOR_02_LOW_TRACK,镜头贴着墙面跟小川跑，墙皮近到压迫画面,planned
MSB130_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB130_14_小川手扶墙.png,MSB130,14,无限走廊,A,CAM_CORRIDOR_02_LOW_TRACK,小川一只手扶墙，另一只手抓书包带，呼吸乱,planned
MSB131_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB131_14_回头无追兵.png,MSB131,14,无限走廊,A,CAM_CORRIDOR_02_LOW_TRACK,小川猛回头，远处没有清晰追兵，只有灯管闪,planned
MSB132_KEYFRAME,B05,keyframe,micro_storyboard_panels/B05/MSB132_14_门洞重复.png,MSB132,14,无限走廊,A,CAM_CORRIDOR_02_LOW_TRACK,重复门洞看起来比上一镜更多，但结构仍真实,planned
MSB133_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB133_14_灯管节奏.png,MSB133,14,无限走廊,B,CAM_CORRIDOR_02_LOW_TRACK,冷绿灯管闪烁，节奏慢慢接近电话铃,planned
MSB134_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB134_14_小川停一下.png,MSB134,14,无限走廊,A,CAM_CORRIDOR_02_LOW_TRACK,小川停在走廊边，嘴张开，试图听声音,planned
MSB135_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB135_14_远处暗门.png,MSB135,14,无限走廊,B,CAM_CORRIDOR_02_LOW_TRACK,走廊尽头仍是暗门，没有出口，空间像循环,planned
MSB136_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB136_14_小川继续走.png,MSB136,14,无限走廊,A,CAM_CORRIDOR_02_LOW_TRACK,小川从跑变成慢走，书包歪着，脚步变轻,planned
MSB137_END_FRAME,B05,end_frame,micro_storyboard_panels/B05/MSB137_14_铃声第一次进入.png,MSB137,14,无限走廊,A,CAM_CORRIDOR_02_LOW_TRACK,小川听到远处铃声，眼睛抬起但不知来源,planned
MSB138_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB138_14_走廊深处微光未明.png,MSB138,14,无限走廊,A,CAM_CORRIDOR_02_LOW_TRACK,走廊深处出现极弱暖点，还不像电话亭,planned
MSB139_KEYFRAME,B05,keyframe,micro_storyboard_panels/B05/MSB139_15_暖光明确.png,MSB139,15,远处电话亭,A,CAM_PHONE_01_DISTANT_GLOW,走廊尽头暖白光变清楚，电话亭轮廓第一次可辨,planned
MSB140_START_FRAME,B05,start_frame,micro_storyboard_panels/B05/MSB140_15_小川远处停住.png,MSB140,15,远处电话亭,A,CAM_PHONE_01_DISTANT_GLOW,小川在走廊中段停下，面对远处电话亭，比例很小,planned
MSB141_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB141_15_铃声来源.png,MSB141,15,远处电话亭,A,CAM_PHONE_01_DISTANT_GLOW,小川侧脸听铃声，眼睛看向暖光，红领巾微亮,planned
MSB142_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB142_15_电话亭像错误物.png,MSB142,15,远处电话亭,A,CAM_PHONE_01_DISTANT_GLOW,电话亭不合理地嵌在废楼深处，但材质是旧玻璃和金属,planned
MSB143_KEYFRAME,B05,keyframe,micro_storyboard_panels/B05/MSB143_15_冷暖对比.png,MSB143,15,远处电话亭,A,CAM_PHONE_01_DISTANT_GLOW,冷绿走廊和暖白电话亭形成明确色块，小川夹在中间,planned
MSB144_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB144_15_小川迈出第一步.png,MSB144,15,远处电话亭,B,CAM_PHONE_01_DISTANT_GLOW,小川很慢地向电话亭方向迈一步，不是逃跑,planned
MSB145_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB145_15_电话线细节远现.png,MSB145,15,远处电话亭,B,CAM_PHONE_01_DISTANT_GLOW,电话亭内旧电话和垂下电话线隐约可见,planned
MSB146_END_FRAME,B05,end_frame,micro_storyboard_panels/B05/MSB146_15_靠近前停顿.png,MSB146,15,远处电话亭,A,CAM_PHONE_01_DISTANT_GLOW,小川在电话亭前方一段距离停下，暖光照到鞋尖,planned
MSB147_START_FRAME,B05,start_frame,micro_storyboard_panels/B05/MSB147_16_电话亭门框前景.png,MSB147,16,靠近电话亭,A,CAM_PHONE_02_APPROACH_CLOSE,电话亭门框占前景，小川从左侧黑暗靠近,planned
MSB148_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB148_16_暖光照红领巾.png,MSB148,16,靠近电话亭,A,CAM_PHONE_02_APPROACH_CLOSE,暖白光先照到小川红领巾和脸下半部，眼睛仍在阴影里,planned
MSB149_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB149_16_书包边缘亮起.png,MSB149,16,靠近电话亭,B,CAM_PHONE_02_APPROACH_CLOSE,浅绿色书包边缘被电话亭光勾出来，肩带一松一紧,planned
MSB150_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB150_16_小川看听筒.png,MSB150,16,靠近电话亭,A,CAM_PHONE_02_APPROACH_CLOSE,小川眼睛看向旧听筒，不看镜头，嘴唇半张,planned
MSB151_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB151_16_伸手又缩.png,MSB151,16,靠近电话亭,A,CAM_PHONE_02_APPROACH_CLOSE,小川手伸向电话亭边缘又缩回一点，指尖颤,planned
MSB152_KEYFRAME,B05,keyframe,micro_storyboard_panels/B05/MSB152_16_站到电话亭前.png,MSB152,16,靠近电话亭,A,CAM_PHONE_02_APPROACH_CLOSE,小川站在电话亭前，小身体被暖光包住，背后仍是冷绿走廊,planned
MSB153_STORYBOARD,B05,storyboard,micro_storyboard_panels/B05/MSB153_16_铃声压迫.png,MSB153,16,靠近电话亭,B,CAM_PHONE_02_APPROACH_CLOSE,旧电话听筒轻微震动或铃声源头被强调，塑料旧化清楚,planned
MSB154_END_FRAME,B05,end_frame,micro_storyboard_panels/B05/MSB154_16_手准备拿起.png,MSB154,16,靠近电话亭,A,CAM_PHONE_02_APPROACH_CLOSE,小川手悬在听筒旁，眼泪没落，呼吸压住,planned
MSB155_START_FRAME,B06,start_frame,micro_storyboard_panels/B06/MSB155_17_听筒静止.png,MSB155,17,接起电话,A,CAM_PHONE_03_RECEIVER_INSERT,旧电话听筒安静挂着，暖白光照出塑料划痕,planned
MSB156_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB156_17_手进入画面.png,MSB156,17,接起电话,A,CAM_PHONE_03_RECEIVER_INSERT,小川的小手从下方进入画面，指尖犹豫,planned
MSB157_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB157_17_指尖碰到听筒.png,MSB157,17,接起电话,A,CAM_PHONE_03_RECEIVER_INSERT,指尖刚碰到旧听筒，手指发僵,planned
MSB158_KEYFRAME,B06,keyframe,micro_storyboard_panels/B06/MSB158_17_听筒离座.png,MSB158,17,接起电话,A,CAM_PHONE_03_RECEIVER_INSERT,听筒被轻轻拿起，底座弹起，电话线开始晃,planned
MSB159_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB159_17_电话线晃动.png,MSB159,17,接起电话,B,CAM_PHONE_03_RECEIVER_INSERT,旧电话线轻轻晃，形状像之后的像素线条,planned
MSB160_END_FRAME,B06,end_frame,micro_storyboard_panels/B06/MSB160_17_听筒贴耳.png,MSB160,17,接起电话,A,CAM_PHONE_03_RECEIVER_INSERT,小川把听筒贴近耳边，眼睛看向空处,planned
MSB161_KEYFRAME,B06,keyframe,micro_storyboard_panels/B06/MSB161_17_声音进入身体.png,MSB161,17,接起电话,A,CAM_PHONE_03_RECEIVER_INSERT,小川脸部微微僵住，暖光与冷绿在脸上分裂,planned
MSB162_START_FRAME,B06,start_frame,micro_storyboard_panels/B06/MSB162_18_电话线起扫描.png,MSB162,18,电子化,A,CAM_PHONE_02_APPROACH_CLOSE,电话线表面出现细微 CRT 扫描线，不是科幻电流,planned
MSB163_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB163_18_扫描到手腕.png,MSB163,18,电子化,A,CAM_PHONE_02_APPROACH_CLOSE,扫描线从听筒沿电话线到小川手腕，手仍颤,planned
MSB164_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB164_18_红领巾色块化.png,MSB164,18,电子化,A,CAM_PHONE_02_APPROACH_CLOSE,小川红领巾边缘出现低分辨率色块，但脸仍真实,planned
MSB165_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB165_18_书包变色块.png,MSB165,18,电子化,B,CAM_PHONE_02_APPROACH_CLOSE,浅绿色书包边缘被像素块切开，身份锚点保留,planned
MSB166_KEYFRAME,B06,keyframe,micro_storyboard_panels/B06/MSB166_18_走廊边缘分裂.png,MSB166,18,电子化,A,CAM_PHONE_02_APPROACH_CLOSE,电话亭后方走廊墙砖和灯管边缘开始色彩错位,planned
MSB167_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB167_18_脸部半电子化.png,MSB167,18,电子化,A,CAM_PHONE_02_APPROACH_CLOSE,小川半张脸仍真实，半张脸被扫描线切割,planned
MSB168_END_FRAME,B06,end_frame,micro_storyboard_panels/B06/MSB168_18_纵深展平前.png,MSB168,18,电子化,A,CAM_PHONE_02_APPROACH_CLOSE,走廊纵深像纸片一样被压平，电话亭位置仍在深处,planned
MSB169_KEYFRAME,B06,keyframe,micro_storyboard_panels/B06/MSB169_18_像素闪白.png,MSB169,18,电子化,A,CAM_PHONE_02_APPROACH_CLOSE,CRT 扫描线和像素块闪白，作为进入 8-bit 的隐藏剪辑,planned
MSB170_KEYFRAME,B06,keyframe,micro_storyboard_panels/B06/MSB170_19_横版舞台建立.png,MSB170,19,进入8-bit关卡,A,CAM_8BIT_01_STAGE_WIDE,废楼走廊变成像素横版舞台，电话亭在背景中右,planned
MSB171_START_FRAME,B06,start_frame,micro_storyboard_panels/B06/MSB171_19_像素小川待机.png,MSB171,19,进入8-bit关卡,A,CAM_8BIT_01_STAGE_WIDE,像素小川站在左侧，蓝白外套、红领巾、浅绿书包色块清楚,planned
MSB172_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB172_19_UI_初现.png,MSB172,19,进入8-bit关卡,B,CAM_8BIT_01_STAGE_WIDE,老街机 UI 边缘出现，血条/分数有限色盘，不遮挡角色,planned
MSB173_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB173_19_敌人影子右侧.png,MSB173,19,进入8-bit关卡,A,CAM_8BIT_01_STAGE_WIDE,四个像素敌人的影子从右侧进入，轮廓差异先出现,planned
MSB174_KEYFRAME,B06,keyframe,micro_storyboard_panels/B06/MSB174_19_彬子_mini-boss.png,MSB174,19,进入8-bit关卡,A,CAM_8BIT_01_STAGE_WIDE,短小黑夹克黄发像素敌人站在前方，腰包小色块可读,planned
MSB175_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB175_19_高杆长条敌人.png,MSB175,19,进入8-bit关卡,B,CAM_8BIT_01_STAGE_WIDE,高杆像素敌人长条身形，横臂封路动作保留,planned
MSB176_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB176_19_大海小齐入位.png,MSB176,19,进入8-bit关卡,A,CAM_8BIT_01_STAGE_WIDE,宽体块大海和抖动小齐进入队形，四人功能清楚,planned
MSB177_END_FRAME,B06,end_frame,micro_storyboard_panels/B06/MSB177_19_战斗开始前静止.png,MSB177,19,进入8-bit关卡,A,CAM_8BIT_01_STAGE_WIDE,像素小川左侧，四个敌人右侧，电话亭仍在背景，开战前停一拍,planned
MSB178_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB178_20_第一下书包旋风.png,MSB178,20,WIN / INSERT COIN,A,CAM_8BIT_02_WIN_SCREEN,像素小川用浅绿书包色块形成短促旋风，击退最近敌人,planned
MSB179_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB179_20_硬币冲击波.png,MSB179,20,WIN / INSERT COIN,A,CAM_8BIT_02_WIN_SCREEN,一枚像素硬币从小川方向弹出，形成低分辨率冲击波,planned
MSB180_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB180_20_高杆被击退.png,MSB180,20,WIN / INSERT COIN,B,CAM_8BIT_02_WIN_SCREEN,高杆长条像素敌人向后滑，横臂封路姿态瓦解,planned
MSB181_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB181_20_大海倒退.png,MSB181,20,WIN / INSERT COIN,B,CAM_8BIT_02_WIN_SCREEN,大海宽体块敌人被推回，挡路墙感消失,planned
MSB182_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB182_20_小齐闪退.png,MSB182,20,WIN / INSERT COIN,B,CAM_8BIT_02_WIN_SCREEN,小齐小像素敌人第一个慌张后跳，条纹色块抖动,planned
MSB183_KEYFRAME,B06,keyframe,micro_storyboard_panels/B06/MSB183_20_彬子_mini-boss_停住.png,MSB183,20,WIN / INSERT COIN,A,CAM_8BIT_02_WIN_SCREEN,彬子像素敌人最后停住，黄发黑夹克色块仍清楚,planned
MSB184_END_FRAME,B06,end_frame,micro_storyboard_panels/B06/MSB184_20_清场瞬间.png,MSB184,20,WIN / INSERT COIN,A,CAM_8BIT_02_WIN_SCREEN,敌人全部消失或倒地成低分辨率闪烁，不做血腥表现,planned
MSB185_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB185_20_小川不庆祝.png,MSB185,20,WIN / INSERT COIN,A,CAM_8BIT_02_WIN_SCREEN,像素小川站在左中，仍是紧张待机动作，没有胜利姿势,planned
MSB186_KEYFRAME,B06,keyframe,micro_storyboard_panels/B06/MSB186_20_WIN_居中.png,MSB186,20,WIN / INSERT COIN,A,CAM_8BIT_02_WIN_SCREEN,巨大黄色像素字 WIN 出现在画面中央，背景仍是废楼像素走廊,planned
MSB187_STORYBOARD,B06,storyboard,micro_storyboard_panels/B06/MSB187_20_一秒安静.png,MSB187,20,WIN / INSERT COIN,A,CAM_8BIT_02_WIN_SCREEN,WIN 保持不动，像街机卡住一样安静，电话亭轮廓仍在背景,planned
MSB188_KEYFRAME,B06,keyframe,micro_storyboard_panels/B06/MSB188_20_INSERT_COIN_尾针.png,MSB188,20,WIN / INSERT COIN,A,CAM_8BIT_02_WIN_SCREEN,画面角落闪出 INSERT COIN，WIN 仍在，街机待机感吞掉结局,planned
