asset_id,pure_path,annotated_path,aspect_ratio,shot_size,subject_position,subject_action,motion_direction,camera_movement,foreground_midground_background,lighting,start_frame,end_frame,needs_middle_frame,generation_risk,fix_plan,hidden_cut_transition,annotation_density
MSB047,visual_assets/pure/micro_storyboard/B02/MSB047_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB047_v001_annotated.png,16:9,中景,阿磊 / 阿磊想笑又忍住，手从按钮上离开，下巴更高,阿磊装不在乎 / 肩膀轻抖,肩膀轻抖,locked over-shoulder,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,no,no,"no, adjacent panels are enough",对战变现实打斗,只拍屏幕/手/反应，禁止现实打斗,胜利红光照彬子脸,"compact, do not cover faces/hands/key props"
MSB048,visual_assets/pure/micro_storyboard/B02/MSB048_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB048_v001_annotated.png,16:9,近景,小川 / 小川看到哥哥赢，嘴角刚要笑，眼睛还看彬子反应,小川半笑 / 身体没有靠前,身体没有靠前,locked over-shoulder,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,no,no,"no, adjacent panels are enough",对战变现实打斗,只拍屏幕/手/反应，禁止现实打斗,胜利红光照彬子脸,"compact, do not cover faces/hands/key props"
MSB049,visual_assets/pure/micro_storyboard/B02/MSB049_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB049_v001_annotated.png,16:9,中景,彬子/阿磊 / 彬子越过街机盯住阿磊，背景三同伙模糊出现,彬子视线钉住阿磊 / 彬子不动，只看,彬子不动，只看,locked over-shoulder,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,no,yes,"yes, high-risk action or transition needs neighboring panels",对战变现实打斗,只拍屏幕/手/反应，禁止现实打斗,胜利红光照彬子脸,"compact, do not cover faces/hands/key props"
MSB050,visual_assets/pure/micro_storyboard/B02/MSB050_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB050_v001_annotated.png,16:9,近景,彬子 / 彬子脸在红光里僵住，嘴角歪笑消失，下颌咬紧,彬子脸色沉下 / 只允许眼神变化,只允许眼神变化,slow push-in,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",四人组同质化,拉开彬子/高杆/大海/小齐轮廓,彬子眼神接离开,"compact, do not cover faces/hands/key props"
MSB051,visual_assets/pure/micro_storyboard/B02/MSB051_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB051_v001_annotated.png,16:9,中景,高杆 / 高杆从背景一侧靠近，灰白夹克和长手臂先形成剪影,高杆入背景 / 慢慢站到边缘,慢慢站到边缘,slow push-in,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,no,no,"no, adjacent panels are enough",四人组同质化,拉开彬子/高杆/大海/小齐轮廓,彬子眼神接离开,"compact, do not cover faces/hands/key props"
MSB052,visual_assets/pure/micro_storyboard/B02/MSB052_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB052_v001_annotated.png,16:9,中景,大海 / 大海宽身体进入背景，褪色 T 恤和宽站姿把空间堵住,大海堵住后方 / 脚站宽，抹汗,脚站宽，抹汗,slow push-in,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,no,no,"no, adjacent panels are enough",四人组同质化,拉开彬子/高杆/大海/小齐轮廓,彬子眼神接离开,"compact, do not cover faces/hands/key props"
MSB053,visual_assets/pure/micro_storyboard/B02/MSB053_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB053_v001_annotated.png,16:9,中景,小齐 / 小齐本来想笑，看到彬子脸色后笑收住，手抠袖口,小齐起哄收声 / 身体前探又缩回,身体前探又缩回,slow push-in,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,no,no,"no, adjacent panels are enough",四人组同质化,拉开彬子/高杆/大海/小齐轮廓,彬子眼神接离开,"compact, do not cover faces/hands/key props"
MSB054,visual_assets/pure/micro_storyboard/B02/MSB054_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB054_v001_annotated.png,16:9,中景,混混四人 / 彬子矮在前，高杆高瘦、大海宽、小齐飘在边缘，轮廓差异清楚,四人轮廓成组 / slow push-in,slow push-in,slow push-in,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",四人组同质化,拉开彬子/高杆/大海/小齐轮廓,彬子眼神接离开,"compact, do not cover faces/hands/key props"
MSB055,visual_assets/pure/micro_storyboard/B02/MSB055_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB055_v001_annotated.png,16:9,反打中景,阿磊/三兄弟 / 阿磊带着弟弟准备离开，还在压住笑意,阿磊没察觉后果 / 向门口方向转身,向门口方向转身,slow push-in,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,no,no,"no, adjacent panels are enough",四人组同质化,拉开彬子/高杆/大海/小齐轮廓,彬子眼神接离开,"compact, do not cover faces/hands/key props"
MSB056,visual_assets/pure/micro_storyboard/B02/MSB056_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB056_v001_annotated.png,16:9,中近景,彬子 / 彬子盯着阿磊背影，手把腰包往上一拽,彬子看背影 / 手部动作短促,手部动作短促,slow push-in,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,no,no,"no, adjacent panels are enough",四人组同质化,拉开彬子/高杆/大海/小齐轮廓,彬子眼神接离开,"compact, do not cover faces/hands/key props"
MSB057,visual_assets/pure/micro_storyboard/B02/MSB057_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB057_v001_annotated.png,16:9,中远景,混混四人/环境 / 游戏厅仍热闹，但四人组所在区域像被声音抽空,街机声变闷 / 背景人模糊不抢主体,背景人模糊不抢主体,slow push-in,前景街机/门帘/按钮，中景人物，背景低天花和街机排,CRT 红蓝绿屏幕光 + 昏暗旧荧光灯,no,yes,"yes, high-risk action or transition needs neighboring panels",四人组同质化,拉开彬子/高杆/大海/小齐轮廓,彬子眼神接离开,"compact, do not cover faces/hands/key props"
MSB058,visual_assets/pure/micro_storyboard/B03/MSB058_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB058_v001_annotated.png,16:9,中远景,三兄弟 / 三兄弟从门内 CRT 彩光走进门外黄路灯，色温切换清楚,门内到门外 / 从室内到门口,从室内到门口,low tracking,前景脏台阶，中景三兄弟，背景旧门口和 CRT 漏光,昏黄路灯 + 门内 CRT 漏光,yes,no,"yes, high-risk action or transition needs neighboring panels",过早追逐或门口冲突,明确无混混追逐，只是离开过渡,暗处门口过渡到小路,"compact, do not cover faces/hands/key props"
MSB059,visual_assets/pure/micro_storyboard/B03/MSB059_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB059_v001_annotated.png,16:9,中景,阿磊 / 阿磊边走边用手模仿刚才的操作，肩膀抖一下,阿磊比划胜利 / 手部比划小幅,手部比划小幅,low tracking,前景脏台阶，中景三兄弟，背景旧门口和 CRT 漏光,昏黄路灯 + 门内 CRT 漏光,no,no,"no, adjacent panels are enough",过早追逐或门口冲突,明确无混混追逐，只是离开过渡,暗处门口过渡到小路,"compact, do not cover faces/hands/key props"
MSB060,visual_assets/pure/micro_storyboard/B03/MSB060_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB060_v001_annotated.png,16:9,中景,小川 / 小川偷偷学阿磊按键动作，马上又攥回书包带,小川学了一下 / 动作小而短,动作小而短,low tracking,前景脏台阶，中景三兄弟，背景旧门口和 CRT 漏光,昏黄路灯 + 门内 CRT 漏光,no,no,"no, adjacent panels are enough",过早追逐或门口冲突,明确无混混追逐，只是离开过渡,暗处门口过渡到小路,"compact, do not cover faces/hands/key props"
MSB061,visual_assets/pure/micro_storyboard/B03/MSB061_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB061_v001_annotated.png,16:9,中景,小满 / 小满看小川笑才跟着笑，衣角还攥在手里,小满跟着笑 / 脚步慢半拍,脚步慢半拍,low tracking,前景脏台阶，中景三兄弟，背景旧门口和 CRT 漏光,昏黄路灯 + 门内 CRT 漏光,no,no,"no, adjacent panels are enough",过早追逐或门口冲突,明确无混混追逐，只是离开过渡,暗处门口过渡到小路,"compact, do not cover faces/hands/key props"
MSB062,visual_assets/pure/micro_storyboard/B03/MSB062_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB062_v001_annotated.png,16:9,远景,环境/三兄弟 / 游戏机房门口缩在老楼角落里，三兄弟走向小路方向,门口空间回看 / 低机位跟拍,低机位跟拍,low tracking,前景脏台阶，中景三兄弟，背景旧门口和 CRT 漏光,昏黄路灯 + 门内 CRT 漏光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",过早追逐或门口冲突,明确无混混追逐，只是离开过渡,暗处门口过渡到小路,"compact, do not cover faces/hands/key props"
MSB063,visual_assets/pure/micro_storyboard/B03/MSB063_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB063_v001_annotated.png,16:9,特写,环境 / 门口旧招牌和漏出的彩光逐渐留在后景，街机声远去,CRT 声远去 / 镜头被暗处遮挡,镜头被暗处遮挡,low tracking,前景脏台阶，中景三兄弟，背景旧门口和 CRT 漏光,昏黄路灯 + 门内 CRT 漏光,no,no,"no, adjacent panels are enough",过早追逐或门口冲突,明确无混混追逐，只是离开过渡,暗处门口过渡到小路,"compact, do not cover faces/hands/key props"
MSB064,visual_assets/pure/micro_storyboard/B03/MSB064_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB064_v001_annotated.png,16:9,全景,三兄弟 / 阿磊保持前方，小川半步后，小满最后，队形回到初始但更放松,阿磊走在最前 / 向小路方向走,向小路方向走,low tracking,前景脏台阶，中景三兄弟，背景旧门口和 CRT 漏光,昏黄路灯 + 门内 CRT 漏光,no,no,"no, adjacent panels are enough",过早追逐或门口冲突,明确无混混追逐，只是离开过渡,暗处门口过渡到小路,"compact, do not cover faces/hands/key props"
MSB065,visual_assets/pure/micro_storyboard/B03/MSB065_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB065_v001_annotated.png,16:9,中远景,三兄弟/环境 / 三兄弟走进老小区背后的暗巷入口，黄路灯把影子拉长,暗巷入口 / 影子变长,影子变长,low tracking,前景脏台阶，中景三兄弟，背景旧门口和 CRT 漏光,昏黄路灯 + 门内 CRT 漏光,no,yes,"yes, high-risk action or transition needs neighboring panels",过早追逐或门口冲突,明确无混混追逐，只是离开过渡,暗处门口过渡到小路,"compact, do not cover faces/hands/key props"
MSB066,visual_assets/pure/micro_storyboard/B03/MSB066_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB066_v001_annotated.png,16:9,远景,环境 / 狭窄小路两侧围墙和杂草，远处旧路灯，路面湿而空,小路全貌 / locked-off,locked-off,stable low tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",小路不够偏僻、石块未预埋,强化围墙、杂草、碎砖石、旧路灯和路边石块,远处阴影形成堵路,"compact, do not cover faces/hands/key props"
MSB067,visual_assets/pure/micro_storyboard/B03/MSB067_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB067_v001_annotated.png,16:9,全景,三兄弟 / 三兄弟从画面左侧进入，小路深处留出危险空间,三兄弟进入小路 / 低机位 tracking,低机位 tracking,stable low tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,yes,no,"yes, high-risk action or transition needs neighboring panels",小路不够偏僻、石块未预埋,强化围墙、杂草、碎砖石、旧路灯和路边石块,远处阴影形成堵路,"compact, do not cover faces/hands/key props"
MSB068,visual_assets/pure/micro_storyboard/B03/MSB068_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB068_v001_annotated.png,16:9,中景,阿磊/小川 / 阿磊边走边比划摇杆，小川抬头认真听,阿磊继续讲赢法 / 向前走，手比划,向前走，手比划,stable low tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",小路不够偏僻、石块未预埋,强化围墙、杂草、碎砖石、旧路灯和路边石块,远处阴影形成堵路,"compact, do not cover faces/hands/key props"
MSB069,visual_assets/pure/micro_storyboard/B03/MSB069_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB069_v001_annotated.png,16:9,中景,小满 / 小满落后半步，脚尖内扣，努力跟上哥哥节奏,小满跟不上 / 小跑两步追上,小跑两步追上,stable low tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",小路不够偏僻、石块未预埋,强化围墙、杂草、碎砖石、旧路灯和路边石块,远处阴影形成堵路,"compact, do not cover faces/hands/key props"
MSB070,visual_assets/pure/micro_storyboard/B03/MSB070_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB070_v001_annotated.png,16:9,特写,道具/环境 / 路边碎砖石和一块普通石块在画面角落出现，不被强调成武器,路边碎石第一次出现 / 固定低角度,固定低角度,stable low tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",小路不够偏僻、石块未预埋,强化围墙、杂草、碎砖石、旧路灯和路边石块,远处阴影形成堵路,"compact, do not cover faces/hands/key props"
MSB071,visual_assets/pure/micro_storyboard/B03/MSB071_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB071_v001_annotated.png,16:9,中景,小川/道具 / 小川从石块旁走过，完全没注意，书包甩过前景,小川经过石块 / 石块作为环境锚点,石块作为环境锚点,stable low tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",小路不够偏僻、石块未预埋,强化围墙、杂草、碎砖石、旧路灯和路边石块,远处阴影形成堵路,"compact, do not cover faces/hands/key props"
MSB072,visual_assets/pure/micro_storyboard/B03/MSB072_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB072_v001_annotated.png,16:9,远景,混混远影/三兄弟 / 小路前方灯下出现几个人影，三兄弟还未完全意识到,远处阴影 / 人物在远处不清晰,人物在远处不清晰,stable low tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",小路不够偏僻、石块未预埋,强化围墙、杂草、碎砖石、旧路灯和路边石块,远处阴影形成堵路,"compact, do not cover faces/hands/key props"
MSB073,visual_assets/pure/micro_storyboard/B03/MSB073_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB073_v001_annotated.png,16:9,中景,阿磊 / 阿磊的比划停住，身体略挡到小川前面,阿磊脚步变慢 / 步子慢下来,步子慢下来,stable low tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",小路不够偏僻、石块未预埋,强化围墙、杂草、碎砖石、旧路灯和路边石块,远处阴影形成堵路,"compact, do not cover faces/hands/key props"
MSB074,visual_assets/pure/micro_storyboard/B03/MSB074_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB074_v001_annotated.png,16:9,近景,小川 / 小川不看前方，先看阿磊脸色，笑收住,小川看哥哥表情 / 头转向阿磊,头转向阿磊,stable low tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",小路不够偏僻、石块未预埋,强化围墙、杂草、碎砖石、旧路灯和路边石块,远处阴影形成堵路,"compact, do not cover faces/hands/key props"
MSB075,visual_assets/pure/micro_storyboard/B03/MSB075_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB075_v001_annotated.png,16:9,全景,三兄弟/环境 / 三兄弟停住，前方阴影更清楚，后方路变暗,三人停在小路中段 / 左右空间锁定,左右空间锁定,stable low tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,yes,"yes, high-risk action or transition needs neighboring panels",小路不够偏僻、石块未预埋,强化围墙、杂草、碎砖石、旧路灯和路边石块,远处阴影形成堵路,"compact, do not cover faces/hands/key props"
MSB076,visual_assets/pure/micro_storyboard/B03/MSB076_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB076_v001_annotated.png,16:9,全景,混混四人 / 彬子带三人从小路前方堵住去路，四人剪影差异明显,混混四人亮相 / locked-off,locked-off,"locked-off, no axis flip",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",左右阵营反转、立刻开打,锁三兄弟左/近侧，混混右/远侧，不翻轴,彬子向前半步接围堵,"compact, do not cover faces/hands/key props"
MSB077,visual_assets/pure/micro_storyboard/B03/MSB077_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB077_v001_annotated.png,16:9,中景,彬子 / 彬子短小身形向前压，下巴顶出，手拽腰包,彬子向前半步 / 向前半步后停,向前半步后停,"locked-off, no axis flip",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",左右阵营反转、立刻开打,锁三兄弟左/近侧，混混右/远侧，不翻轴,彬子向前半步接围堵,"compact, do not cover faces/hands/key props"
MSB078,visual_assets/pure/micro_storyboard/B03/MSB078_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB078_v001_annotated.png,16:9,中景,高杆 / 高杆站在路边，长手臂横住墙边空隙,高杆封侧路 / 横臂封路,横臂封路,"locked-off, no axis flip",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",左右阵营反转、立刻开打,锁三兄弟左/近侧，混混右/远侧，不翻轴,彬子向前半步接围堵,"compact, do not cover faces/hands/key props"
MSB079,visual_assets/pure/micro_storyboard/B03/MSB079_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB079_v001_annotated.png,16:9,中景,大海 / 大海宽脚站在路中，褪色 T 恤汗湿领口，身体像墙,大海堵中线 / 宽站姿不动,宽站姿不动,"locked-off, no axis flip",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",左右阵营反转、立刻开打,锁三兄弟左/近侧，混混右/远侧，不翻轴,彬子向前半步接围堵,"compact, do not cover faces/hands/key props"
MSB080,visual_assets/pure/micro_storyboard/B03/MSB080_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB080_v001_annotated.png,16:9,中景,小齐 / 小齐在边缘前探，嘴角快笑，手还抠袖口,小齐起哄 / 换重心,换重心,"locked-off, no axis flip",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",左右阵营反转、立刻开打,锁三兄弟左/近侧，混混右/远侧，不翻轴,彬子向前半步接围堵,"compact, do not cover faces/hands/key props"
MSB081,visual_assets/pure/micro_storyboard/B03/MSB081_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB081_v001_annotated.png,16:9,全景,阿磊/三兄弟 / 阿磊迈到小川和小满前面，三兄弟左侧队形收紧,阿磊挡弟弟 / 身体挡前,身体挡前,"locked-off, no axis flip",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",左右阵营反转、立刻开打,锁三兄弟左/近侧，混混右/远侧，不翻轴,彬子向前半步接围堵,"compact, do not cover faces/hands/key props"
MSB082,visual_assets/pure/micro_storyboard/B03/MSB082_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB082_v001_annotated.png,16:9,中景,小川 / 小川站在阿磊背后半个身位，眼睛越过哥哥看彬子,小川被遮住半个 / 攥书包带,攥书包带,"locked-off, no axis flip",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",左右阵营反转、立刻开打,锁三兄弟左/近侧，混混右/远侧，不翻轴,彬子向前半步接围堵,"compact, do not cover faces/hands/key props"
MSB083,visual_assets/pure/micro_storyboard/B03/MSB083_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB083_v001_annotated.png,16:9,中景,小满 / 小满退到墙边，抓衣角，脚尖内扣，不知道该跑还是站,小满靠墙 / 僵住,僵住,"locked-off, no axis flip",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",左右阵营反转、立刻开打,锁三兄弟左/近侧，混混右/远侧，不翻轴,彬子向前半步接围堵,"compact, do not cover faces/hands/key props"
MSB084,visual_assets/pure/micro_storyboard/B03/MSB084_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB084_v001_annotated.png,16:9,远景,全体 / 小路像被两组人堵成死巷，三兄弟后方也变暗,双方空间关系 / 不翻轴,不翻轴,"locked-off, no axis flip",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"no, adjacent panels are enough",左右阵营反转、立刻开打,锁三兄弟左/近侧，混混右/远侧，不翻轴,彬子向前半步接围堵,"compact, do not cover faces/hands/key props"
MSB085,visual_assets/pure/micro_storyboard/B03/MSB085_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB085_v001_annotated.png,16:9,近景,彬子/阿磊 / 彬子越过小路盯住阿磊，旧街机红光记忆从脸上隐约回响,彬子盯阿磊 / 眼神锁定,眼神锁定,"locked-off, no axis flip",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,yes,"yes, high-risk action or transition needs neighboring panels",左右阵营反转、立刻开打,锁三兄弟左/近侧，混混右/远侧，不翻轴,彬子向前半步接围堵,"compact, do not cover faces/hands/key props"
MSB086,visual_assets/pure/micro_storyboard/B04/MSB086_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB086_v001_annotated.png,16:9,全景,阿磊/混混四人 / 混混四人从半圆收拢，阿磊被挤到画面中心,四人收拢 / 向中心挤压,向中心挤压,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,yes,no,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB087,visual_assets/pure/micro_storyboard/B04/MSB087_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB087_v001_annotated.png,16:9,中景,阿磊 / 阿磊下巴抬着说话，手却从口袋里抽出来挡在身前,阿磊还嘴 / 后退半步,后退半步,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB088,visual_assets/pure/micro_storyboard/B04/MSB088_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB088_v001_annotated.png,16:9,中景,高杆/阿磊 / 高杆长手臂挡住阿磊侧后，灰白袖子像横杠,高杆封退路 / 横臂不大动,横臂不大动,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB089,visual_assets/pure/micro_storyboard/B04/MSB089_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB089_v001_annotated.png,16:9,中景,大海/阿磊 / 大海用肩膀和身体把空间压小，不做漂亮拳脚,大海肩膀顶近 / 身体前压,身体前压,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB090,visual_assets/pure/micro_storyboard/B04/MSB090_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB090_v001_annotated.png,16:9,中景,小齐 / 小齐在边上起哄，身体前探但脚随时想退,小齐起哄边退 / 换重心,换重心,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB091,visual_assets/pure/micro_storyboard/B04/MSB091_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB091_v001_annotated.png,16:9,近景,彬子/阿磊 / 彬子站到阿磊面前，短脖子前压，嘴角歪,彬子靠近阿磊 / 下巴顶人,下巴顶人,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB092,visual_assets/pure/micro_storyboard/B04/MSB092_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB092_v001_annotated.png,16:9,中景,阿磊 / 阿磊被推得肩膀一歪，仍想站稳,第一次推搡 / 身体失衡但没倒,身体失衡但没倒,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB093,visual_assets/pure/micro_storyboard/B04/MSB093_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB093_v001_annotated.png,16:9,中景,小川 / 小川站在侧面，双手攥书包带，眼睛在哥哥和彬子之间跳,小川侧面僵住 / 身体收紧,身体收紧,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
