panel_id,clip,clip_title,approx_time,shot_size,camera,beat,image_prompt_focus,character_focus,expression_note,pose_motion_note,continuity_anchor,avoid,asset_type,priority
MSB071,08,偏僻小路,02:05,中景,CAM_ALLEY_01_WALK_HOME,小川经过石块,小川从石块旁走过，完全没注意，书包甩过前景,小川/道具,开心余波,石块作为环境锚点,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,大街、车流、现代路灯、人群、追逐提前开始,storyboard,A
MSB072,08,偏僻小路,02:06,远景,CAM_ALLEY_01_WALK_HOME,远处阴影,小路前方灯下出现几个人影，三兄弟还未完全意识到,混混远影/三兄弟,危险初现,人物在远处不清晰,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,大街、车流、现代路灯、人群、追逐提前开始,storyboard,A
MSB073,08,偏僻小路,02:08,中景,CAM_ALLEY_01_WALK_HOME,阿磊脚步变慢,阿磊的比划停住，身体略挡到小川前面,阿磊,从得意转警觉,步子慢下来,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,大街、车流、现代路灯、人群、追逐提前开始,storyboard,A
MSB074,08,偏僻小路,02:10,近景,CAM_ALLEY_01_WALK_HOME,小川看哥哥表情,小川不看前方，先看阿磊脸色，笑收住,小川,不明所以的紧张,头转向阿磊,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,大街、车流、现代路灯、人群、追逐提前开始,storyboard,B
MSB075,08,偏僻小路,02:12,全景,CAM_ALLEY_01_WALK_HOME,三人停在小路中段,三兄弟停住，前方阴影更清楚，后方路变暗,三兄弟/环境,兴奋完全消失,左右空间锁定,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,大街、车流、现代路灯、人群、追逐提前开始,end_frame,A
MSB076,09,四人堵路,02:14,全景,CAM_ALLEY_02_BLOCKED,混混四人亮相,彬子带三人从小路前方堵住去路，四人剪影差异明显,混混四人,彬子凶，高杆冷，大海等命令，小齐兴奋,locked-off,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,站位混乱、翻轴、立刻开打、额外人群、女生,keyframe,A
MSB077,09,四人堵路,02:15,中景,CAM_ALLEY_02_BLOCKED,彬子向前半步,彬子短小身形向前压，下巴顶出，手拽腰包,彬子,受辱后的凶,向前半步后停,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,站位混乱、翻轴、立刻开打、额外人群、女生,storyboard,A
MSB078,09,四人堵路,02:17,中景,CAM_ALLEY_02_BLOCKED,高杆封侧路,高杆站在路边，长手臂横住墙边空隙,高杆,半垂眼，不说话,横臂封路,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,站位混乱、翻轴、立刻开打、额外人群、女生,storyboard,A
MSB079,09,四人堵路,02:19,中景,CAM_ALLEY_02_BLOCKED,大海堵中线,大海宽脚站在路中，褪色 T 恤汗湿领口，身体像墙,大海,看彬子等命令,宽站姿不动,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,站位混乱、翻轴、立刻开打、额外人群、女生,storyboard,B
MSB080,09,四人堵路,02:21,中景,CAM_ALLEY_02_BLOCKED,小齐起哄,小齐在边缘前探，嘴角快笑，手还抠袖口,小齐,兴奋讨好,换重心,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,站位混乱、翻轴、立刻开打、额外人群、女生,storyboard,B
MSB081,09,四人堵路,02:23,全景,CAM_ALLEY_02_BLOCKED,阿磊挡弟弟,阿磊迈到小川和小满前面，三兄弟左侧队形收紧,阿磊/三兄弟,强撑，怕但要挡,身体挡前,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,站位混乱、翻轴、立刻开打、额外人群、女生,keyframe,A
MSB082,09,四人堵路,02:24,中景,CAM_ALLEY_02_BLOCKED,小川被遮住半个,小川站在阿磊背后半个身位，眼睛越过哥哥看彬子,小川,紧张，理解危险,攥书包带,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,站位混乱、翻轴、立刻开打、额外人群、女生,storyboard,A
MSB083,09,四人堵路,02:26,中景,CAM_ALLEY_02_BLOCKED,小满靠墙,小满退到墙边，抓衣角，脚尖内扣，不知道该跑还是站,小满,茫然害怕,僵住,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,站位混乱、翻轴、立刻开打、额外人群、女生,storyboard,B
MSB084,09,四人堵路,02:28,远景,CAM_ALLEY_02_BLOCKED,双方空间关系,小路像被两组人堵成死巷，三兄弟后方也变暗,全体,对峙凝固,不翻轴,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,站位混乱、翻轴、立刻开打、额外人群、女生,storyboard,A
MSB085,09,四人堵路,02:30,近景,CAM_ALLEY_02_BLOCKED,彬子盯阿磊,彬子越过小路盯住阿磊，旧街机红光记忆从脸上隐约回响,彬子/阿磊,报复明确,眼神锁定,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,站位混乱、翻轴、立刻开打、额外人群、女生,end_frame,A
MSB086,10,围殴哥哥,02:32,全景,CAM_ALLEY_03_BROTHER_BEATEN,四人收拢,混混四人从半圆收拢，阿磊被挤到画面中心,阿磊/混混四人,阿磊强撑，四人压近,向中心挤压,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,start_frame,A
MSB087,10,围殴哥哥,02:34,中景,CAM_ALLEY_03_BROTHER_BEATEN,阿磊还嘴,阿磊下巴抬着说话，手却从口袋里抽出来挡在身前,阿磊,嘴硬，手先暴露害怕,后退半步,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,storyboard,B
MSB088,10,围殴哥哥,02:36,中景,CAM_ALLEY_03_BROTHER_BEATEN,高杆封退路,高杆长手臂挡住阿磊侧后，灰白袖子像横杠,高杆/阿磊,高杆冷，阿磊被限制,横臂不大动,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,storyboard,A
MSB089,10,围殴哥哥,02:38,中景,CAM_ALLEY_03_BROTHER_BEATEN,大海肩膀顶近,大海用肩膀和身体把空间压小，不做漂亮拳脚,大海/阿磊,大海执行命令,身体前压,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,storyboard,A
MSB090,10,围殴哥哥,02:40,中景,CAM_ALLEY_03_BROTHER_BEATEN,小齐起哄边退,小齐在边上起哄，身体前探但脚随时想退,小齐,兴奋又虚,换重心,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,storyboard,B
MSB091,10,围殴哥哥,02:42,近景,CAM_ALLEY_03_BROTHER_BEATEN,彬子靠近阿磊,彬子站到阿磊面前，短脖子前压，嘴角歪,彬子/阿磊,羞辱对峙,下巴顶人,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,storyboard,A
MSB092,10,围殴哥哥,02:44,中景,CAM_ALLEY_03_BROTHER_BEATEN,第一次推搡,阿磊被推得肩膀一歪，仍想站稳,阿磊,疼但怕丢脸,身体失衡但没倒,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,storyboard,A
MSB093,10,围殴哥哥,02:46,中景,CAM_ALLEY_03_BROTHER_BEATEN,小川侧面僵住,小川站在侧面，双手攥书包带，眼睛在哥哥和彬子之间跳,小川,想动但不知道怎么动,身体收紧,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,keyframe,A
MSB094,10,围殴哥哥,02:48,中景,CAM_ALLEY_03_BROTHER_BEATEN,小满完全不动,小满靠墙，嘴角下压，抓衣角，不哭也不喊,小满,被吓空,脚尖内扣，冻结,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,storyboard,B
MSB095,10,围殴哥哥,02:50,低机位中景,CAM_ALLEY_03_BROTHER_BEATEN,哥哥失衡低位,阿磊被推到更低位置，混混身体变成画面边框,阿磊/混混,阿磊怕丢脸转为真害怕,手持轻晃后停,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,keyframe,A
MSB096,10,围殴哥哥,02:52,中近景,CAM_ALLEY_03_BROTHER_BEATEN,彬子准备下狠手,彬子表情变空，手臂或身体准备进一步动作，但不展示暴力细节,彬子,牙关咬紧，失控前,动作停在准备阶段,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,end_frame,A
MSB097,10,围殴哥哥,02:54,近景,CAM_ALLEY_03_BROTHER_BEATEN,小川视线下坠前,小川看到彬子的准备动作，脸僵住，眼神即将落向地面,小川,恐惧推到顶点,头部开始下移,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,复杂武打、血腥、英雄反击、成年人暴力、镜头乱转,storyboard,A
MSB098,11,石块失手,02:56,特写,CAM_ALLEY_04_STONE_HIT,石块再出现,路边普通石块在湿地边缘，旁边碎砖和杂草说明它属于环境,石块/环境,无人物，命运感,固定低角度,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝,prop,A
MSB099,11,石块失手,02:58,近景,CAM_ALLEY_04_STONE_HIT,小川眼神落下,小川眼神从哥哥和彬子之间突然落到地面石块,小川,恐惧中找到一个错误出口,只有眼神变化,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝,storyboard,A
MSB100,11,石块失手,03:00,特写,CAM_ALLEY_04_STONE_HIT,手松开书包带,小川一只手从书包带上松开，指节发白,小川,下意识，不是决定,手部松开,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝,storyboard,B
MSB101,11,石块失手,03:02,中景,CAM_ALLEY_04_STONE_HIT,弯身动作开始,小川身体歪斜向下，不是漂亮下蹲，书包失去平衡,小川,慌乱失控,身体向下折,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝,storyboard,A
MSB102,11,石块失手,03:04,特写,CAM_ALLEY_04_STONE_HIT,手碰到石块,小川的手碰到湿石块，泥水和小手比例清楚,小川/石块,急促，迟疑不到一秒,手抓住石块,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝,keyframe,A
MSB103,11,石块失手,03:06,中景,CAM_ALLEY_04_STONE_HIT,彬子动作逼近,彬子准备动作继续靠近阿磊，画面边缘小川弯身,彬子/阿磊/小川,彬子失控，小川被逼急,两条动作线并置,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝,storyboard,A
MSB104,11,石块失手,03:08,中景,CAM_ALLEY_04_STONE_HIT,小川起身甩动,小川抓着石块猛地起身，身体歪，动作短促混乱,小川,惊恐，不是愤怒,起身+甩动合一,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝,storyboard,A
MSB105,11,石块失手,03:10,中景,CAM_ALLEY_04_STONE_HIT,遮挡冲击瞬间,前景人影或路灯柱遮住冲击瞬间，只看到众人身体突然停住,全体,声音抽空,动作后突然 locked-off,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝,end_frame,A
MSB106,11,石块失手,03:12,近景,CAM_ALLEY_04_STONE_HIT,彬子不可置信,彬子不做血腥表现，只拍脸上不可置信和失去凶相的空白,彬子,从凶变空,停住不动,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝,keyframe,A
MSB107,11,石块失手,03:14,近景,CAM_ALLEY_04_STONE_HIT,小川失声,小川手还悬着，嘴张开但发不出声，浅绿书包歪到一边,小川,彻底惊恐,冻结一拍,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝,keyframe,A
MSB108,12,主角逃跑,03:16,中景,CAM_ALLEY_05_ESCAPE_VECTOR,冻结后的第一步,小川从冻结中突然歪出去，脚步不是标准起跑,小川,惊恐自动反应,身体先歪，脚才跟上,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,start_frame,A
MSB109,12,主角逃跑,03:17,近景,CAM_ALLEY_05_ESCAPE_VECTOR,书包猛甩,浅绿色书包斜甩，红领巾被带起，证明是同一个主角,小川/道具,恐惧速度,低位跟拍,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,storyboard,A
MSB110,12,主角逃跑,03:19,远景,CAM_ALLEY_05_ESCAPE_VECTOR,哥哥留后方,阿磊和小满留在混乱后方，阿磊半起身想喊，小满仍僵,阿磊/小满,震惊和迟滞,不跟跑,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,storyboard,A
MSB111,12,主角逃跑,03:21,中景,CAM_ALLEY_05_ESCAPE_VECTOR,混混反应慢半拍,高杆和大海先愣住，小齐收声，彬子状态不清,混混四人,群体失控,动作延迟,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,storyboard,B
MSB112,12,主角逃跑,03:22,低机位中景,CAM_ALLEY_05_ESCAPE_VECTOR,小川冲过石块点,小川跑过刚才石块所在位置，湿地反光拉长,小川/环境,逃离现场,沿同一轴线向深处,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,storyboard,A
MSB113,12,主角逃跑,03:24,远景,CAM_ALLEY_05_ESCAPE_VECTOR,追兵启动,后方混混开始反应追，但与小川保持距离,追兵/小川,追逐启动但空间清楚,同方向，不翻轴,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,storyboard,A
MSB114,12,主角逃跑,03:26,近景,CAM_ALLEY_05_ESCAPE_VECTOR,墙面擦镜,黑暗墙面快速擦过镜头，作为逃跑隐藏剪辑,环境,无表情，速度感,横向擦镜,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,storyboard,B
MSB115,12,主角逃跑,03:27,中景,CAM_ALLEY_05_ESCAPE_VECTOR,路灯拖影,旧路灯在小川头顶拉成长条，像 CRT 扫描线预兆,小川/环境,呼吸乱,低位跟拍,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,keyframe,A
MSB116,12,主角逃跑,03:29,中近景,CAM_ALLEY_05_ESCAPE_VECTOR,小川回头,小川边跑边短促回头，圆眼睛睁大，嘴还张着,小川,害怕确认距离,头部快速回看,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,storyboard,A
MSB117,12,主角逃跑,03:31,远景,CAM_ALLEY_05_ESCAPE_VECTOR,废楼轮廓出现,小路尽头出现废楼暗入口，像唯一可逃方向,环境/小川,被迫选择,镜头前方显露入口,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,storyboard,A
MSB118,12,主角逃跑,03:32,全景,CAM_ALLEY_05_ESCAPE_VECTOR,小川冲向废楼,小川朝废楼入口跑去，追兵声音留在后方,小川,逃生本能,方向锁定废楼,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,end_frame,A
MSB119,12,主角逃跑,03:34,中景,CAM_ALLEY_05_ESCAPE_VECTOR,黑暗吞没,小川身影被废楼入口暗处吞进去，路灯黄留在外面,小川/环境,从现实冲突进入梦核空间,暗处过门,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑,keyframe,A
MSB120,13,进入废楼,03:36,远景,CAM_CORRIDOR_01_ENTRY_LONG,入口内反打,从废楼内部看小川冲进来，外面小路黄光在身后变小,小川/环境,惊恐未散,由外到内,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,医院走廊、学校走廊、酒店、鬼影怪物、追兵同框太近,start_frame,A
MSB121,13,进入废楼,03:37,中景,CAM_CORRIDOR_01_ENTRY_LONG,第一次冷绿光,冷绿灯管照到小川脸和红领巾，颜色从黄路灯切换,小川,不适应，呼吸急,停顿半拍,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,医院走廊、学校走廊、酒店、鬼影怪物、追兵同框太近,storyboard,A
MSB122,13,进入废楼,03:39,远景,CAM_CORRIDOR_01_ENTRY_LONG,走廊中轴,长走廊重复门洞和消防箱清楚，小川站在近处很小,环境/小川,孤立,中轴透视,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,医院走廊、学校走廊、酒店、鬼影怪物、追兵同框太近,keyframe,A
MSB123,13,进入废楼,03:41,全景,CAM_CORRIDOR_01_ENTRY_LONG,小川继续跑,小川沿走廊深处跑，书包晃动变小,小川,只想离开,向深处奔跑,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,医院走廊、学校走廊、酒店、鬼影怪物、追兵同框太近,storyboard,A
MSB124,13,进入废楼,03:43,特写,CAM_CORRIDOR_01_ENTRY_LONG,脚步回声,白鞋踩过湿冷地面，回声拉长,小川/道具,慌乱脚步,脚步快速不稳,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,医院走廊、学校走廊、酒店、鬼影怪物、追兵同框太近,storyboard,B
MSB125,13,进入废楼,03:44,中景,CAM_CORRIDOR_01_ENTRY_LONG,回头看入口,小川回头看入口，追兵声像被门口吞掉,小川,确认后方但更害怕,头部回看,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,医院走廊、学校走廊、酒店、鬼影怪物、追兵同框太近,storyboard,A
MSB126,13,进入废楼,03:46,近景,CAM_CORRIDOR_01_ENTRY_LONG,墙面剥落细节,发霉墙、旧标语残片、消防箱红色块，建立废楼质感,环境,无人物，现实旧物,固定细节,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,医院走廊、学校走廊、酒店、鬼影怪物、追兵同框太近,storyboard,C
MSB127,13,进入废楼,03:48,远景,CAM_CORRIDOR_01_ENTRY_LONG,小川变小,小川跑向深处，身影被重复门洞切碎,小川/环境,被空间吞没,低机位慢推,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,医院走廊、学校走廊、酒店、鬼影怪物、追兵同框太近,end_frame,A
MSB128,13,进入废楼,03:50,远景,CAM_CORRIDOR_01_ENTRY_LONG,走廊空一拍,小川刚跑出画面，走廊空着，只剩冷绿灯闪,环境,追逐声音消失,locked-off,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,医院走廊、学校走廊、酒店、鬼影怪物、追兵同框太近,storyboard,B
MSB129,14,无限走廊,03:52,低机位中景,CAM_CORRIDOR_02_LOW_TRACK,贴墙低位跟拍,镜头贴着墙面跟小川跑，墙皮近到压迫画面,小川/环境,疲惫恐惧,低位 tracking,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,大幅空间扭曲、鬼怪、换成医院学校、180度翻轴、现代电梯,start_frame,A
MSB130,14,无限走廊,03:53,中近景,CAM_CORRIDOR_02_LOW_TRACK,小川手扶墙,小川一只手扶墙，另一只手抓书包带，呼吸乱,小川,快跑不动,手擦过发霉墙,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,大幅空间扭曲、鬼怪、换成医院学校、180度翻轴、现代电梯,storyboard,A
MSB131,14,无限走廊,03:55,中景,CAM_CORRIDOR_02_LOW_TRACK,回头无追兵,小川猛回头，远处没有清晰追兵，只有灯管闪,小川,疑惑转害怕,头部快速回看,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,大幅空间扭曲、鬼怪、换成医院学校、180度翻轴、现代电梯,storyboard,A
MSB132,14,无限走廊,03:57,远景,CAM_CORRIDOR_02_LOW_TRACK,门洞重复,重复门洞看起来比上一镜更多，但结构仍真实,环境,空间变长,slow dolly in,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,大幅空间扭曲、鬼怪、换成医院学校、180度翻轴、现代电梯,keyframe,A
MSB133,14,无限走廊,03:59,特写,CAM_CORRIDOR_02_LOW_TRACK,灯管节奏,冷绿灯管闪烁，节奏慢慢接近电话铃,环境/道具,无人物，声音预兆,灯光闪动,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,大幅空间扭曲、鬼怪、换成医院学校、180度翻轴、现代电梯,storyboard,B
MSB134,14,无限走廊,04:01,中景,CAM_CORRIDOR_02_LOW_TRACK,小川停一下,小川停在走廊边，嘴张开，试图听声音,小川,追声消失后的迷茫,停住，身体仍绷,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,大幅空间扭曲、鬼怪、换成医院学校、180度翻轴、现代电梯,storyboard,A
MSB135,14,无限走廊,04:02,远景,CAM_CORRIDOR_02_LOW_TRACK,远处暗门,走廊尽头仍是暗门，没有出口，空间像循环,环境,无出口感,中轴固定,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,大幅空间扭曲、鬼怪、换成医院学校、180度翻轴、现代电梯,storyboard,B
MSB136,14,无限走廊,04:04,中远景,CAM_CORRIDOR_02_LOW_TRACK,小川继续走,小川从跑变成慢走，书包歪着，脚步变轻,小川,恐惧变成被牵引,速度减慢,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,大幅空间扭曲、鬼怪、换成医院学校、180度翻轴、现代电梯,storyboard,A
MSB137,14,无限走廊,04:06,近景,CAM_CORRIDOR_02_LOW_TRACK,铃声第一次进入,小川听到远处铃声，眼睛抬起但不知来源,小川,被声音抓住,头微抬,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,大幅空间扭曲、鬼怪、换成医院学校、180度翻轴、现代电梯,end_frame,A
MSB138,14,无限走廊,04:08,远景,CAM_CORRIDOR_02_LOW_TRACK,走廊深处微光未明,走廊深处出现极弱暖点，还不像电话亭,环境,召唤开始,远处暖光一点,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,大幅空间扭曲、鬼怪、换成医院学校、180度翻轴、现代电梯,storyboard,A
MSB139,15,远处电话亭,04:10,远景,CAM_PHONE_01_DISTANT_GLOW,暖光明确,走廊尽头暖白光变清楚，电话亭轮廓第一次可辨,电话亭/环境,无人物或小川远处,locked-off,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,科幻设备、现代电话亭、全息屏、其他出口、电话亭移动,keyframe,A
MSB140,15,远处电话亭,04:11,远景,CAM_PHONE_01_DISTANT_GLOW,小川远处停住,小川在走廊中段停下，面对远处电话亭，比例很小,小川/电话亭,被召唤，犹豫,身体停住,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,科幻设备、现代电话亭、全息屏、其他出口、电话亭移动,start_frame,A
MSB141,15,远处电话亭,04:13,中景,CAM_PHONE_01_DISTANT_GLOW,铃声来源,小川侧脸听铃声，眼睛看向暖光，红领巾微亮,小川,害怕但被吸引,头慢慢抬,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,科幻设备、现代电话亭、全息屏、其他出口、电话亭移动,storyboard,A
MSB142,15,远处电话亭,04:15,远景,CAM_PHONE_01_DISTANT_GLOW,电话亭像错误物,电话亭不合理地嵌在废楼深处，但材质是旧玻璃和金属,电话亭,现实错误感,不移动，只发光,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,科幻设备、现代电话亭、全息屏、其他出口、电话亭移动,storyboard,A
MSB143,15,远处电话亭,04:17,中远景,CAM_PHONE_01_DISTANT_GLOW,冷暖对比,冷绿走廊和暖白电话亭形成明确色块，小川夹在中间,环境/小川,临界点,构图对称,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,科幻设备、现代电话亭、全息屏、其他出口、电话亭移动,keyframe,A
MSB144,15,远处电话亭,04:18,全景,CAM_PHONE_01_DISTANT_GLOW,小川迈出第一步,小川很慢地向电话亭方向迈一步，不是逃跑,小川,被铃声牵引,慢步向前,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,科幻设备、现代电话亭、全息屏、其他出口、电话亭移动,storyboard,B
MSB145,15,远处电话亭,04:20,中远景,CAM_PHONE_01_DISTANT_GLOW,电话线细节远现,电话亭内旧电话和垂下电话线隐约可见,电话亭/道具,危险道具出现,微 push-in,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,科幻设备、现代电话亭、全息屏、其他出口、电话亭移动,storyboard,B
MSB146,15,远处电话亭,04:22,远景,CAM_PHONE_01_DISTANT_GLOW,靠近前停顿,小川在电话亭前方一段距离停下，暖光照到鞋尖,小川/电话亭,最后犹豫,停顿一拍,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,科幻设备、现代电话亭、全息屏、其他出口、电话亭移动,end_frame,A
