whitebox_id,panel_id,batch,clip,scene_id,planned_whitebox_path,source_camera,layout_focus,character_blocking,pose_or_path,auto_file_ok,auto_image_ok,aspect_ok,exposure_ok,subject_visible,occlusion_ok,camera_position_ok,axis_ok,anchors_ok,adjacent_continuity_ok,panel_specific_ok,qa_status,issue_type,fix_action,approved_by,notes,similarity_ok,similarity_cluster,similarity_reference,similarity_score,composition_reuse_ok,composition_reuse_reason
WB2_ARCADE_MSB052,MSB052,B02,06,SCN_ARCADE,whitebox_renders_v2/B02/WB2_ARCADE_MSB052.png,CAM_ARCADE_04_BOSS_LOSES_REACTION,大海宽身体进入背景，褪色 T 恤和宽站姿把空间堵住,大海,脚站宽，抹汗,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=103.4 std=39.3 center_std=31.8",pass,,,,not_checked,
WB2_ARCADE_MSB053,MSB053,B02,06,SCN_ARCADE,whitebox_renders_v2/B02/WB2_ARCADE_MSB053.png,CAM_ARCADE_04_BOSS_LOSES_REACTION,小齐本来想笑，看到彬子脸色后笑收住，手抠袖口,小齐,身体前探又缩回,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=120.2 std=32.6 center_std=31.5",pass,,,,not_checked,
WB2_ARCADE_MSB054,MSB054,B02,06,SCN_ARCADE,whitebox_renders_v2/B02/WB2_ARCADE_MSB054.png,CAM_ARCADE_04_BOSS_LOSES_REACTION,彬子矮在前，高杆高瘦、大海宽、小齐飘在边缘，轮廓差异清楚,混混四人,slow push-in,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=98.8 std=44.5 center_std=56.6",pass,,,,not_checked,
WB2_ARCADE_MSB055,MSB055,B02,06,SCN_ARCADE,whitebox_renders_v2/B02/WB2_ARCADE_MSB055.png,CAM_ARCADE_04_BOSS_LOSES_REACTION,阿磊带着弟弟准备离开，还在压住笑意,阿磊/三兄弟,向门口方向转身,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=123.8 std=26.8 center_std=32.3",pass,,,,not_checked,
WB2_ARCADE_MSB056,MSB056,B02,06,SCN_ARCADE,whitebox_renders_v2/B02/WB2_ARCADE_MSB056.png,CAM_ARCADE_04_BOSS_LOSES_REACTION,彬子盯着阿磊背影，手把腰包往上一拽,彬子,手部动作短促,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=114.7 std=35.2 center_std=53.3",pass,,,,not_checked,
WB2_ARCADE_MSB057,MSB057,B02,06,SCN_ARCADE,whitebox_renders_v2/B02/WB2_ARCADE_MSB057.png,CAM_ARCADE_04_BOSS_LOSES_REACTION,游戏厅仍热闹，但四人组所在区域像被声音抽空,混混四人/环境,背景人模糊不抢主体,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=98.8 std=44.5 center_std=56.6",pass,,,,not_checked,
WB2_EXIT_MSB058,MSB058,B03,07,SCN_EXIT,whitebox_renders_v2/B03/WB2_EXIT_MSB058.png,CAM_ARCADE_EXIT_01_LEAVING,三兄弟从门内 CRT 彩光走进门外黄路灯，色温切换清楚,三兄弟,从室内到门口,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=117.8 std=37.8 center_std=24.3",pass,,,,not_checked,
WB2_EXIT_MSB059,MSB059,B03,07,SCN_EXIT,whitebox_renders_v2/B03/WB2_EXIT_MSB059.png,CAM_ARCADE_EXIT_01_LEAVING,阿磊边走边用手模仿刚才的操作，肩膀抖一下,阿磊,手部比划小幅,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=130.1 std=30.6 center_std=26.9",pass,,,,not_checked,
WB2_EXIT_MSB060,MSB060,B03,07,SCN_EXIT,whitebox_renders_v2/B03/WB2_EXIT_MSB060.png,CAM_ARCADE_EXIT_01_LEAVING,小川偷偷学阿磊按键动作，马上又攥回书包带,小川,动作小而短,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=101.4 std=33.0 center_std=18.9",pass,,,,not_checked,
WB2_EXIT_MSB061,MSB061,B03,07,SCN_EXIT,whitebox_renders_v2/B03/WB2_EXIT_MSB061.png,CAM_ARCADE_EXIT_01_LEAVING,小满看小川笑才跟着笑，衣角还攥在手里,小满,脚步慢半拍,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=109.1 std=32.3 center_std=23.1",pass,,,,not_checked,
WB2_EXIT_MSB062,MSB062,B03,07,SCN_EXIT,whitebox_renders_v2/B03/WB2_EXIT_MSB062.png,CAM_ARCADE_EXIT_01_LEAVING,游戏机房门口缩在老楼角落里，三兄弟走向小路方向,环境/三兄弟,低机位跟拍,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=114.7 std=35.5 center_std=25.4",pass,,,,not_checked,
WB2_EXIT_MSB063,MSB063,B03,07,SCN_EXIT,whitebox_renders_v2/B03/WB2_EXIT_MSB063.png,CAM_ARCADE_EXIT_01_LEAVING,门口旧招牌和漏出的彩光逐渐留在后景，街机声远去,环境,镜头被暗处遮挡,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=124.2 std=35.9 center_std=32.0",pass,,,,not_checked,
WB2_EXIT_MSB064,MSB064,B03,07,SCN_EXIT,whitebox_renders_v2/B03/WB2_EXIT_MSB064.png,CAM_ARCADE_EXIT_01_LEAVING,阿磊保持前方，小川半步后，小满最后，队形回到初始但更放松,三兄弟,向小路方向走,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=108.5 std=37.6 center_std=23.7",pass,,,,not_checked,
WB2_EXIT_MSB065,MSB065,B03,07,SCN_EXIT,whitebox_renders_v2/B03/WB2_EXIT_MSB065.png,CAM_ARCADE_EXIT_01_LEAVING,三兄弟走进老小区背后的暗巷入口，黄路灯把影子拉长,三兄弟/环境,影子变长,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=107.5 std=31.3 center_std=23.2",pass,,,,not_checked,
WB2_ALLEY_MSB066,MSB066,B03,08,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB066.png,CAM_ALLEY_01_WALK_HOME,狭窄小路两侧围墙和杂草，远处旧路灯，路面湿而空,环境,locked-off,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=94.5 std=31.8 center_std=37.7",pass,,,,not_checked,
WB2_ALLEY_MSB067,MSB067,B03,08,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB067.png,CAM_ALLEY_01_WALK_HOME,三兄弟从画面左侧进入，小路深处留出危险空间,三兄弟,低机位 tracking,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=95.0 std=32.1 center_std=38.2",pass,,,,not_checked,
WB2_ALLEY_MSB068,MSB068,B03,08,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB068.png,CAM_ALLEY_01_WALK_HOME,阿磊边走边比划摇杆，小川抬头认真听,阿磊/小川,向前走，手比划,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=95.5 std=32.4 center_std=38.7",pass,,,,not_checked,
WB2_ALLEY_MSB069,MSB069,B03,08,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB069.png,CAM_ALLEY_01_WALK_HOME,小满落后半步，脚尖内扣，努力跟上哥哥节奏,小满,小跑两步追上,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=95.6 std=31.5 center_std=38.3",pass,,,,not_checked,
WB2_ALLEY_MSB070,MSB070,B03,08,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB070.png,CAM_ALLEY_01_WALK_HOME,路边碎砖石和一块普通石块在画面角落出现，不被强调成武器,道具/环境,固定低角度,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=94.2 std=32.2 center_std=38.0",pass,,,,not_checked,
WB2_ALLEY_MSB071,MSB071,B03,08,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB071.png,CAM_ALLEY_01_WALK_HOME,小川从石块旁走过，完全没注意，书包甩过前景,小川/道具,石块作为环境锚点,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=94.6 std=32.5 center_std=38.8",pass,,,,not_checked,
WB2_ALLEY_MSB072,MSB072,B03,08,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB072.png,CAM_ALLEY_01_WALK_HOME,小路前方灯下出现几个人影，三兄弟还未完全意识到,混混远影/三兄弟,人物在远处不清晰,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=94.2 std=31.4 center_std=39.9",pass,,,,not_checked,
WB2_ALLEY_MSB073,MSB073,B03,08,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB073.png,CAM_ALLEY_01_WALK_HOME,阿磊的比划停住，身体略挡到小川前面,阿磊,步子慢下来,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=94.5 std=31.4 center_std=40.3",pass,,,,not_checked,
WB2_ALLEY_MSB074,MSB074,B03,08,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB074.png,CAM_ALLEY_01_WALK_HOME,小川不看前方，先看阿磊脸色，笑收住,小川,头转向阿磊,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=94.7 std=31.5 center_std=40.8",pass,,,,not_checked,
WB2_ALLEY_MSB075,MSB075,B03,08,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB075.png,CAM_ALLEY_01_WALK_HOME,三兄弟停住，前方阴影更清楚，后方路变暗,三兄弟/环境,左右空间锁定,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.4 std=31.6 center_std=39.3",pass,,,,not_checked,
WB2_ALLEY_MSB076,MSB076,B03,09,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB076.png,CAM_ALLEY_02_BLOCKED,彬子带三人从小路前方堵住去路，四人剪影差异明显,混混四人,locked-off,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=95.6 std=32.8 center_std=42.5",pass,,,,not_checked,
WB2_ALLEY_MSB077,MSB077,B03,09,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB077.png,CAM_ALLEY_02_BLOCKED,彬子短小身形向前压，下巴顶出，手拽腰包,彬子,向前半步后停,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=97.4 std=33.1 center_std=38.3",pass,,,,not_checked,
WB2_ALLEY_MSB078,MSB078,B03,09,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB078.png,CAM_ALLEY_02_BLOCKED,高杆站在路边，长手臂横住墙边空隙,高杆,横臂封路,pass,pass,pass,pass,review,review,human_review,human_review,human_review,fail,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=108.0 std=41.1 center_std=37.9",pass,,,,not_checked,
WB2_ALLEY_MSB079,MSB079,B03,09,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB079.png,CAM_ALLEY_02_BLOCKED,大海宽脚站在路中，褪色 T 恤汗湿领口，身体像墙,大海,宽站姿不动,pass,pass,pass,pass,review,review,human_review,human_review,human_review,fail,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=114.5 std=37.1 center_std=19.6",pass,,,,not_checked,
WB2_ALLEY_MSB080,MSB080,B03,09,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB080.png,CAM_ALLEY_02_BLOCKED,小齐在边缘前探，嘴角快笑，手还抠袖口,小齐,换重心,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=96.6 std=33.5 center_std=38.7",pass,,,,not_checked,
WB2_ALLEY_MSB081,MSB081,B03,09,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB081.png,CAM_ALLEY_02_BLOCKED,阿磊迈到小川和小满前面，三兄弟左侧队形收紧,阿磊/三兄弟,身体挡前,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=96.9 std=32.7 center_std=36.0",pass,,,,not_checked,
WB2_ALLEY_MSB082,MSB082,B03,09,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB082.png,CAM_ALLEY_02_BLOCKED,小川站在阿磊背后半个身位，眼睛越过哥哥看彬子,小川,攥书包带,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=95.8 std=32.7 center_std=41.5",pass,,,,not_checked,
WB2_ALLEY_MSB083,MSB083,B03,09,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB083.png,CAM_ALLEY_02_BLOCKED,小满退到墙边，抓衣角，脚尖内扣，不知道该跑还是站,小满,僵住,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=97.5 std=33.1 center_std=36.3",pass,,,,not_checked,
WB2_ALLEY_MSB084,MSB084,B03,09,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB084.png,CAM_ALLEY_02_BLOCKED,小路像被两组人堵成死巷，三兄弟后方也变暗,全体,不翻轴,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=96.5 std=32.1 center_std=40.4",pass,,,,not_checked,
WB2_ALLEY_MSB085,MSB085,B03,09,SCN_ALLEY,whitebox_renders_v2/B03/WB2_ALLEY_MSB085.png,CAM_ALLEY_02_BLOCKED,彬子越过小路盯住阿磊，旧街机红光记忆从脸上隐约回响,彬子/阿磊,眼神锁定,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=95.1 std=33.0 center_std=41.5",pass,,,,not_checked,
WB2_ALLEY_MSB086,MSB086,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB086.png,CAM_ALLEY_03_BROTHER_BEATEN,混混四人从半圆收拢，阿磊被挤到画面中心,阿磊/混混四人,向中心挤压,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.3 std=48.9 center_std=39.1",pass,,,,not_checked,
WB2_ALLEY_MSB087,MSB087,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB087.png,CAM_ALLEY_03_BROTHER_BEATEN,阿磊下巴抬着说话，手却从口袋里抽出来挡在身前,阿磊,后退半步,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.6 std=47.5 center_std=39.0",pass,,,,not_checked,
WB2_ALLEY_MSB088,MSB088,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB088.png,CAM_ALLEY_03_BROTHER_BEATEN,高杆长手臂挡住阿磊侧后，灰白袖子像横杠,高杆/阿磊,横臂不大动,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.2 std=48.4 center_std=37.9",pass,,,,not_checked,
WB2_ALLEY_MSB089,MSB089,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB089.png,CAM_ALLEY_03_BROTHER_BEATEN,大海用肩膀和身体把空间压小，不做漂亮拳脚,大海/阿磊,身体前压,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.3 std=49.5 center_std=38.7",pass,,,,not_checked,
WB2_ALLEY_MSB090,MSB090,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB090.png,CAM_ALLEY_03_BROTHER_BEATEN,小齐在边上起哄，身体前探但脚随时想退,小齐,换重心,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.6 std=47.2 center_std=43.4",pass,,,,not_checked,
WB2_ALLEY_MSB091,MSB091,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB091.png,CAM_ALLEY_03_BROTHER_BEATEN,彬子站到阿磊面前，短脖子前压，嘴角歪,彬子/阿磊,下巴顶人,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.5 std=48.1 center_std=40.3",pass,,,,not_checked,
WB2_ALLEY_MSB092,MSB092,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB092.png,CAM_ALLEY_03_BROTHER_BEATEN,阿磊被推得肩膀一歪，仍想站稳,阿磊,身体失衡但没倒,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.5 std=49.0 center_std=37.5",pass,,,,not_checked,
WB2_ALLEY_MSB093,MSB093,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB093.png,CAM_ALLEY_03_BROTHER_BEATEN,小川站在侧面，双手攥书包带，眼睛在哥哥和彬子之间跳,小川,身体收紧,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.7 std=47.8 center_std=37.9",pass,,,,not_checked,
WB2_ALLEY_MSB094,MSB094,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png,CAM_ALLEY_03_BROTHER_BEATEN,小满靠墙，嘴角下压，抓衣角，不哭也不喊,小满,脚尖内扣，冻结,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=96.2 std=49.0 center_std=40.0",pass,,,,not_checked,
WB2_ALLEY_MSB095,MSB095,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png,CAM_ALLEY_03_BROTHER_BEATEN,阿磊被推到更低位置，混混身体变成画面边框,阿磊/混混,手持轻晃后停,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.2 std=48.7 center_std=42.3",pass,,,,not_checked,
WB2_ALLEY_MSB096,MSB096,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png,CAM_ALLEY_03_BROTHER_BEATEN,彬子表情变空，手臂或身体准备进一步动作，但不展示暴力细节,彬子,动作停在准备阶段,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.7 std=47.4 center_std=41.6",pass,,,,not_checked,
WB2_ALLEY_MSB097,MSB097,B04,10,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png,CAM_ALLEY_03_BROTHER_BEATEN,小川看到彬子的准备动作，脸僵住，眼神即将落向地面,小川,头部开始下移,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.7 std=48.4 center_std=38.2",pass,,,,not_checked,
WB2_ALLEY_MSB098,MSB098,B04,11,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB098.png,CAM_ALLEY_04_STONE_HIT,路边普通石块在湿地边缘，旁边碎砖和杂草说明它属于环境,石块/环境,固定低角度,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=120.8 std=28.6 center_std=30.2",pass,,,,not_checked,
WB2_ALLEY_MSB099,MSB099,B04,11,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB099.png,CAM_ALLEY_04_STONE_HIT,小川眼神从哥哥和彬子之间突然落到地面石块,小川,只有眼神变化,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=114.4 std=33.8 center_std=37.0",pass,,,,not_checked,
WB2_ALLEY_MSB100,MSB100,B04,11,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB100.png,CAM_ALLEY_04_STONE_HIT,小川一只手从书包带上松开，指节发白,小川,手部松开,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=116.1 std=31.0 center_std=29.3",pass,,,,not_checked,
WB2_ALLEY_MSB101,MSB101,B04,11,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB101.png,CAM_ALLEY_04_STONE_HIT,小川身体歪斜向下，不是漂亮下蹲，书包失去平衡,小川,身体向下折,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=117.4 std=30.3 center_std=30.2",pass,,,,not_checked,
WB2_ALLEY_MSB102,MSB102,B04,11,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB102.png,CAM_ALLEY_04_STONE_HIT,小川的手碰到湿石块，泥水和小手比例清楚,小川/石块,手抓住石块,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=118.7 std=29.2 center_std=30.2",pass,,,,not_checked,
WB2_ALLEY_MSB103,MSB103,B04,11,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB103.png,CAM_ALLEY_04_STONE_HIT,彬子准备动作继续靠近阿磊，画面边缘小川弯身,彬子/阿磊/小川,两条动作线并置,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=112.5 std=35.2 center_std=37.8",pass,,,,not_checked,
WB2_ALLEY_MSB104,MSB104,B04,11,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB104.png,CAM_ALLEY_04_STONE_HIT,小川抓着石块猛地起身，身体歪，动作短促混乱,小川,起身+甩动合一,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=122.6 std=27.2 center_std=30.5",pass,,,,not_checked,
WB2_ALLEY_MSB105,MSB105,B04,11,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB105.png,CAM_ALLEY_04_STONE_HIT,前景人影或路灯柱遮住冲击瞬间，只看到众人身体突然停住,全体,动作后突然 locked-off,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=106.5 std=37.0 center_std=39.0",pass,,,,not_checked,
