panel_id,batch,clip,clip_title,scene_id,whitebox_required,whitebox_id,planned_whitebox_path,reason,source_camera,layout_focus,character_blocking,pose_or_path,status
MSB079,B03,09,四人堵路,SCN_ALLEY,yes,WB2_ALLEY_MSB079,whitebox_renders_v2/B03/WB2_ALLEY_MSB079.png,堵路左右阵营和封路关系需要锁定,CAM_ALLEY_02_BLOCKED,大海宽脚站在路中，褪色 T 恤汗湿领口，身体像墙,大海,宽站姿不动,planned_panel_whitebox
MSB080,B03,09,四人堵路,SCN_ALLEY,yes,WB2_ALLEY_MSB080,whitebox_renders_v2/B03/WB2_ALLEY_MSB080.png,堵路左右阵营和封路关系需要锁定,CAM_ALLEY_02_BLOCKED,小齐在边缘前探，嘴角快笑，手还抠袖口,小齐,换重心,planned_panel_whitebox
MSB081,B03,09,四人堵路,SCN_ALLEY,yes,WB2_ALLEY_MSB081,whitebox_renders_v2/B03/WB2_ALLEY_MSB081.png,堵路左右阵营和封路关系需要锁定,CAM_ALLEY_02_BLOCKED,阿磊迈到小川和小满前面，三兄弟左侧队形收紧,阿磊/三兄弟,身体挡前,planned_panel_whitebox
MSB082,B03,09,四人堵路,SCN_ALLEY,yes,WB2_ALLEY_MSB082,whitebox_renders_v2/B03/WB2_ALLEY_MSB082.png,堵路左右阵营和封路关系需要锁定,CAM_ALLEY_02_BLOCKED,小川站在阿磊背后半个身位，眼睛越过哥哥看彬子,小川,攥书包带,planned_panel_whitebox
MSB083,B03,09,四人堵路,SCN_ALLEY,yes,WB2_ALLEY_MSB083,whitebox_renders_v2/B03/WB2_ALLEY_MSB083.png,堵路左右阵营和封路关系需要锁定,CAM_ALLEY_02_BLOCKED,小满退到墙边，抓衣角，脚尖内扣，不知道该跑还是站,小满,僵住,planned_panel_whitebox
MSB084,B03,09,四人堵路,SCN_ALLEY,yes,WB2_ALLEY_MSB084,whitebox_renders_v2/B03/WB2_ALLEY_MSB084.png,堵路左右阵营和封路关系需要锁定,CAM_ALLEY_02_BLOCKED,小路像被两组人堵成死巷，三兄弟后方也变暗,全体,不翻轴,planned_panel_whitebox
MSB085,B03,09,四人堵路,SCN_ALLEY,yes,WB2_ALLEY_MSB085,whitebox_renders_v2/B03/WB2_ALLEY_MSB085.png,堵路左右阵营和封路关系需要锁定,CAM_ALLEY_02_BLOCKED,彬子越过小路盯住阿磊，旧街机红光记忆从脸上隐约回响,彬子/阿磊,眼神锁定,planned_panel_whitebox
MSB086,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB086,whitebox_renders_v2/B04/WB2_ALLEY_MSB086.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,混混四人从半圆收拢，阿磊被挤到画面中心,阿磊/混混四人,向中心挤压,planned_panel_whitebox
MSB087,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB087,whitebox_renders_v2/B04/WB2_ALLEY_MSB087.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,阿磊下巴抬着说话，手却从口袋里抽出来挡在身前,阿磊,后退半步,planned_panel_whitebox
MSB088,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB088,whitebox_renders_v2/B04/WB2_ALLEY_MSB088.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,高杆长手臂挡住阿磊侧后，灰白袖子像横杠,高杆/阿磊,横臂不大动,planned_panel_whitebox
MSB089,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB089,whitebox_renders_v2/B04/WB2_ALLEY_MSB089.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,大海用肩膀和身体把空间压小，不做漂亮拳脚,大海/阿磊,身体前压,planned_panel_whitebox
MSB090,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB090,whitebox_renders_v2/B04/WB2_ALLEY_MSB090.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,小齐在边上起哄，身体前探但脚随时想退,小齐,换重心,planned_panel_whitebox
MSB091,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB091,whitebox_renders_v2/B04/WB2_ALLEY_MSB091.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,彬子站到阿磊面前，短脖子前压，嘴角歪,彬子/阿磊,下巴顶人,planned_panel_whitebox
MSB092,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB092,whitebox_renders_v2/B04/WB2_ALLEY_MSB092.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,阿磊被推得肩膀一歪，仍想站稳,阿磊,身体失衡但没倒,planned_panel_whitebox
MSB093,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB093,whitebox_renders_v2/B04/WB2_ALLEY_MSB093.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,小川站在侧面，双手攥书包带，眼睛在哥哥和彬子之间跳,小川,身体收紧,planned_panel_whitebox
MSB094,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB094,whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,小满靠墙，嘴角下压，抓衣角，不哭也不喊,小满,脚尖内扣，冻结,planned_panel_whitebox
MSB095,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB095,whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,阿磊被推到更低位置，混混身体变成画面边框,阿磊/混混,手持轻晃后停,planned_panel_whitebox
MSB096,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB096,whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,彬子表情变空，手臂或身体准备进一步动作，但不展示暴力细节,彬子,动作停在准备阶段,planned_panel_whitebox
MSB097,B04,10,围殴哥哥,SCN_ALLEY,yes,WB2_ALLEY_MSB097,whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png,多人围堵和失衡，需要锁定七人站位,CAM_ALLEY_03_BROTHER_BEATEN,小川看到彬子的准备动作，脸僵住，眼神即将落向地面,小川,头部开始下移,planned_panel_whitebox
MSB098,B04,11,石块失手,SCN_ALLEY,yes,WB2_ALLEY_MSB098,whitebox_renders_v2/B04/WB2_ALLEY_MSB098.png,石块、手、遮挡和冻结关系高风险,CAM_ALLEY_04_STONE_HIT,路边普通石块在湿地边缘，旁边碎砖和杂草说明它属于环境,石块/环境,固定低角度,planned_panel_whitebox
MSB099,B04,11,石块失手,SCN_ALLEY,yes,WB2_ALLEY_MSB099,whitebox_renders_v2/B04/WB2_ALLEY_MSB099.png,石块、手、遮挡和冻结关系高风险,CAM_ALLEY_04_STONE_HIT,小川眼神从哥哥和彬子之间突然落到地面石块,小川,只有眼神变化,planned_panel_whitebox
MSB100,B04,11,石块失手,SCN_ALLEY,yes,WB2_ALLEY_MSB100,whitebox_renders_v2/B04/WB2_ALLEY_MSB100.png,石块、手、遮挡和冻结关系高风险,CAM_ALLEY_04_STONE_HIT,小川一只手从书包带上松开，指节发白,小川,手部松开,planned_panel_whitebox
MSB101,B04,11,石块失手,SCN_ALLEY,yes,WB2_ALLEY_MSB101,whitebox_renders_v2/B04/WB2_ALLEY_MSB101.png,石块、手、遮挡和冻结关系高风险,CAM_ALLEY_04_STONE_HIT,小川身体歪斜向下，不是漂亮下蹲，书包失去平衡,小川,身体向下折,planned_panel_whitebox
MSB102,B04,11,石块失手,SCN_ALLEY,yes,WB2_ALLEY_MSB102,whitebox_renders_v2/B04/WB2_ALLEY_MSB102.png,石块、手、遮挡和冻结关系高风险,CAM_ALLEY_04_STONE_HIT,小川的手碰到湿石块，泥水和小手比例清楚,小川/石块,手抓住石块,planned_panel_whitebox
MSB103,B04,11,石块失手,SCN_ALLEY,yes,WB2_ALLEY_MSB103,whitebox_renders_v2/B04/WB2_ALLEY_MSB103.png,石块、手、遮挡和冻结关系高风险,CAM_ALLEY_04_STONE_HIT,彬子准备动作继续靠近阿磊，画面边缘小川弯身,彬子/阿磊/小川,两条动作线并置,planned_panel_whitebox
MSB104,B04,11,石块失手,SCN_ALLEY,yes,WB2_ALLEY_MSB104,whitebox_renders_v2/B04/WB2_ALLEY_MSB104.png,石块、手、遮挡和冻结关系高风险,CAM_ALLEY_04_STONE_HIT,小川抓着石块猛地起身，身体歪，动作短促混乱,小川,起身+甩动合一,planned_panel_whitebox
MSB105,B04,11,石块失手,SCN_ALLEY,yes,WB2_ALLEY_MSB105,whitebox_renders_v2/B04/WB2_ALLEY_MSB105.png,石块、手、遮挡和冻结关系高风险,CAM_ALLEY_04_STONE_HIT,前景人影或路灯柱遮住冲击瞬间，只看到众人身体突然停住,全体,动作后突然 locked-off,planned_panel_whitebox
MSB106,B04,11,石块失手,SCN_ALLEY,yes,WB2_ALLEY_MSB106,whitebox_renders_v2/B04/WB2_ALLEY_MSB106.png,石块、手、遮挡和冻结关系高风险,CAM_ALLEY_04_STONE_HIT,彬子不做血腥表现，只拍脸上不可置信和失去凶相的空白,彬子,停住不动,planned_panel_whitebox
MSB107,B04,11,石块失手,SCN_ALLEY,yes,WB2_ALLEY_MSB107,whitebox_renders_v2/B04/WB2_ALLEY_MSB107.png,石块、手、遮挡和冻结关系高风险,CAM_ALLEY_04_STONE_HIT,小川手还悬着，嘴张开但发不出声，浅绿书包歪到一边,小川,冻结一拍,planned_panel_whitebox
MSB108,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB108,whitebox_renders_v2/B04/WB2_ALLEY_MSB108.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,小川从冻结中突然歪出去，脚步不是标准起跑,小川,身体先歪，脚才跟上,planned_panel_whitebox
MSB109,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB109,whitebox_renders_v2/B04/WB2_ALLEY_MSB109.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,浅绿色书包斜甩，红领巾被带起，证明是同一个主角,小川/道具,低位跟拍,planned_panel_whitebox
MSB110,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB110,whitebox_renders_v2/B04/WB2_ALLEY_MSB110.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,阿磊和小满留在混乱后方，阿磊半起身想喊，小满仍僵,阿磊/小满,不跟跑,planned_panel_whitebox
MSB111,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB111,whitebox_renders_v2/B04/WB2_ALLEY_MSB111.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,高杆和大海先愣住，小齐收声，彬子状态不清,混混四人,动作延迟,planned_panel_whitebox
MSB112,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB112,whitebox_renders_v2/B04/WB2_ALLEY_MSB112.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,小川跑过刚才石块所在位置，湿地反光拉长,小川/环境,沿同一轴线向深处,planned_panel_whitebox
MSB113,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB113,whitebox_renders_v2/B04/WB2_ALLEY_MSB113.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,后方混混开始反应追，但与小川保持距离,追兵/小川,同方向，不翻轴,planned_panel_whitebox
MSB114,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB114,whitebox_renders_v2/B04/WB2_ALLEY_MSB114.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,黑暗墙面快速擦过镜头，作为逃跑隐藏剪辑,环境,横向擦镜,planned_panel_whitebox
MSB115,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB115,whitebox_renders_v2/B04/WB2_ALLEY_MSB115.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,旧路灯在小川头顶拉成长条，像 CRT 扫描线预兆,小川/环境,低位跟拍,planned_panel_whitebox
MSB116,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB116,whitebox_renders_v2/B04/WB2_ALLEY_MSB116.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,小川边跑边短促回头，圆眼睛睁大，嘴还张着,小川,头部快速回看,planned_panel_whitebox
MSB117,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB117,whitebox_renders_v2/B04/WB2_ALLEY_MSB117.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,小路尽头出现废楼暗入口，像唯一可逃方向,环境/小川,镜头前方显露入口,planned_panel_whitebox
MSB118,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB118,whitebox_renders_v2/B04/WB2_ALLEY_MSB118.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,小川朝废楼入口跑去，追兵声音留在后方,小川,方向锁定废楼,planned_panel_whitebox
MSB119,B04,12,主角逃跑,SCN_ALLEY,yes,WB2_ALLEY_MSB119,whitebox_renders_v2/B04/WB2_ALLEY_MSB119.png,逃跑方向、追兵距离和废楼入口需要连续,CAM_ALLEY_05_ESCAPE_VECTOR,小川身影被废楼入口暗处吞进去，路灯黄留在外面,小川/环境,暗处过门,planned_panel_whitebox
MSB120,B05,13,进入废楼,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB120,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB120.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_01_ENTRY_LONG,从废楼内部看小川冲进来，外面小路黄光在身后变小,小川/环境,由外到内,planned_panel_whitebox
MSB121,B05,13,进入废楼,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB121,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB121.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_01_ENTRY_LONG,冷绿灯管照到小川脸和红领巾，颜色从黄路灯切换,小川,停顿半拍,planned_panel_whitebox
MSB122,B05,13,进入废楼,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB122,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB122.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_01_ENTRY_LONG,长走廊重复门洞和消防箱清楚，小川站在近处很小,环境/小川,中轴透视,planned_panel_whitebox
MSB123,B05,13,进入废楼,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB123,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB123.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_01_ENTRY_LONG,小川沿走廊深处跑，书包晃动变小,小川,向深处奔跑,planned_panel_whitebox
MSB124,B05,13,进入废楼,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB124,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB124.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_01_ENTRY_LONG,白鞋踩过湿冷地面，回声拉长,小川/道具,脚步快速不稳,planned_panel_whitebox
MSB125,B05,13,进入废楼,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB125,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB125.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_01_ENTRY_LONG,小川回头看入口，追兵声像被门口吞掉,小川,头部回看,planned_panel_whitebox
MSB126,B05,13,进入废楼,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB126,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB126.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_01_ENTRY_LONG,发霉墙、旧标语残片、消防箱红色块，建立废楼质感,环境,固定细节,planned_panel_whitebox
MSB127,B05,13,进入废楼,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB127,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB127.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_01_ENTRY_LONG,小川跑向深处，身影被重复门洞切碎,小川/环境,低机位慢推,planned_panel_whitebox
MSB128,B05,13,进入废楼,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB128,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB128.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_01_ENTRY_LONG,小川刚跑出画面，走廊空着，只剩冷绿灯闪,环境,locked-off,planned_panel_whitebox
MSB129,B05,14,无限走廊,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB129,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB129.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_02_LOW_TRACK,镜头贴着墙面跟小川跑，墙皮近到压迫画面,小川/环境,低位 tracking,planned_panel_whitebox
MSB130,B05,14,无限走廊,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB130,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB130.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_02_LOW_TRACK,小川一只手扶墙，另一只手抓书包带，呼吸乱,小川,手擦过发霉墙,planned_panel_whitebox
MSB131,B05,14,无限走廊,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB131,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB131.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_02_LOW_TRACK,小川猛回头，远处没有清晰追兵，只有灯管闪,小川,头部快速回看,planned_panel_whitebox
MSB132,B05,14,无限走廊,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB132,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB132.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_02_LOW_TRACK,重复门洞看起来比上一镜更多，但结构仍真实,环境,slow dolly in,planned_panel_whitebox
MSB133,B05,14,无限走廊,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB133,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB133.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_02_LOW_TRACK,冷绿灯管闪烁，节奏慢慢接近电话铃,环境/道具,灯光闪动,planned_panel_whitebox
MSB134,B05,14,无限走廊,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB134,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB134.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_02_LOW_TRACK,小川停在走廊边，嘴张开，试图听声音,小川,停住，身体仍绷,planned_panel_whitebox
MSB135,B05,14,无限走廊,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB135,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB135.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_02_LOW_TRACK,走廊尽头仍是暗门，没有出口，空间像循环,环境,中轴固定,planned_panel_whitebox
MSB136,B05,14,无限走廊,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB136,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB136.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_02_LOW_TRACK,小川从跑变成慢走，书包歪着，脚步变轻,小川,速度减慢,planned_panel_whitebox
MSB137,B05,14,无限走廊,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB137,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB137.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_02_LOW_TRACK,小川听到远处铃声，眼睛抬起但不知来源,小川,头微抬,planned_panel_whitebox
MSB138,B05,14,无限走廊,SCN_CORRIDOR,yes,WB2_CORRIDOR_MSB138,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB138.png,废楼走廊纵深和入口方向需要一致,CAM_CORRIDOR_02_LOW_TRACK,走廊深处出现极弱暖点，还不像电话亭,环境,远处暖光一点,planned_panel_whitebox
MSB139,B05,15,远处电话亭,SCN_PHONE,yes,WB2_PHONE_MSB139,whitebox_renders_v2/B05/WB2_PHONE_MSB139.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_01_DISTANT_GLOW,走廊尽头暖白光变清楚，电话亭轮廓第一次可辨,电话亭/环境,locked-off,planned_panel_whitebox
MSB140,B05,15,远处电话亭,SCN_PHONE,yes,WB2_PHONE_MSB140,whitebox_renders_v2/B05/WB2_PHONE_MSB140.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_01_DISTANT_GLOW,小川在走廊中段停下，面对远处电话亭，比例很小,小川/电话亭,身体停住,planned_panel_whitebox
MSB141,B05,15,远处电话亭,SCN_PHONE,yes,WB2_PHONE_MSB141,whitebox_renders_v2/B05/WB2_PHONE_MSB141.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_01_DISTANT_GLOW,小川侧脸听铃声，眼睛看向暖光，红领巾微亮,小川,头慢慢抬,planned_panel_whitebox
MSB142,B05,15,远处电话亭,SCN_PHONE,yes,WB2_PHONE_MSB142,whitebox_renders_v2/B05/WB2_PHONE_MSB142.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_01_DISTANT_GLOW,电话亭不合理地嵌在废楼深处，但材质是旧玻璃和金属,电话亭,不移动，只发光,planned_panel_whitebox
MSB143,B05,15,远处电话亭,SCN_PHONE,yes,WB2_PHONE_MSB143,whitebox_renders_v2/B05/WB2_PHONE_MSB143.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_01_DISTANT_GLOW,冷绿走廊和暖白电话亭形成明确色块，小川夹在中间,环境/小川,构图对称,planned_panel_whitebox
MSB144,B05,15,远处电话亭,SCN_PHONE,yes,WB2_PHONE_MSB144,whitebox_renders_v2/B05/WB2_PHONE_MSB144.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_01_DISTANT_GLOW,小川很慢地向电话亭方向迈一步，不是逃跑,小川,慢步向前,planned_panel_whitebox
MSB145,B05,15,远处电话亭,SCN_PHONE,yes,WB2_PHONE_MSB145,whitebox_renders_v2/B05/WB2_PHONE_MSB145.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_01_DISTANT_GLOW,电话亭内旧电话和垂下电话线隐约可见,电话亭/道具,微 push-in,planned_panel_whitebox
MSB146,B05,15,远处电话亭,SCN_PHONE,yes,WB2_PHONE_MSB146,whitebox_renders_v2/B05/WB2_PHONE_MSB146.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_01_DISTANT_GLOW,小川在电话亭前方一段距离停下，暖光照到鞋尖,小川/电话亭,停顿一拍,planned_panel_whitebox
MSB147,B05,16,靠近电话亭,SCN_PHONE,yes,WB2_PHONE_MSB147,whitebox_renders_v2/B05/WB2_PHONE_MSB147.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_02_APPROACH_CLOSE,电话亭门框占前景，小川从左侧黑暗靠近,小川/电话亭,slow dolly in,planned_panel_whitebox
MSB148,B05,16,靠近电话亭,SCN_PHONE,yes,WB2_PHONE_MSB148,whitebox_renders_v2/B05/WB2_PHONE_MSB148.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_02_APPROACH_CLOSE,暖白光先照到小川红领巾和脸下半部，眼睛仍在阴影里,小川,慢慢前进,planned_panel_whitebox
MSB149,B05,16,靠近电话亭,SCN_PHONE,yes,WB2_PHONE_MSB149,whitebox_renders_v2/B05/WB2_PHONE_MSB149.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_02_APPROACH_CLOSE,浅绿色书包边缘被电话亭光勾出来，肩带一松一紧,小川/道具,小步靠近,planned_panel_whitebox
MSB150,B05,16,靠近电话亭,SCN_PHONE,yes,WB2_PHONE_MSB150,whitebox_renders_v2/B05/WB2_PHONE_MSB150.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_02_APPROACH_CLOSE,小川眼睛看向旧听筒，不看镜头，嘴唇半张,小川/电话,头微转,planned_panel_whitebox
MSB151,B05,16,靠近电话亭,SCN_PHONE,yes,WB2_PHONE_MSB151,whitebox_renders_v2/B05/WB2_PHONE_MSB151.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_02_APPROACH_CLOSE,小川手伸向电话亭边缘又缩回一点，指尖颤,小川/道具,伸手-停-缩,planned_panel_whitebox
MSB152,B05,16,靠近电话亭,SCN_PHONE,yes,WB2_PHONE_MSB152,whitebox_renders_v2/B05/WB2_PHONE_MSB152.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_02_APPROACH_CLOSE,小川站在电话亭前，小身体被暖光包住，背后仍是冷绿走廊,小川/电话亭,停住,planned_panel_whitebox
MSB153,B05,16,靠近电话亭,SCN_PHONE,yes,WB2_PHONE_MSB153,whitebox_renders_v2/B05/WB2_PHONE_MSB153.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_02_APPROACH_CLOSE,旧电话听筒轻微震动或铃声源头被强调，塑料旧化清楚,电话/道具,固定特写,planned_panel_whitebox
MSB154,B05,16,靠近电话亭,SCN_PHONE,yes,WB2_PHONE_MSB154,whitebox_renders_v2/B05/WB2_PHONE_MSB154.png,电话亭位置和小川靠近路径需要一致,CAM_PHONE_02_APPROACH_CLOSE,小川手悬在听筒旁，眼泪没落，呼吸压住,小川/电话,手悬停,planned_panel_whitebox
MSB155,B06,17,接起电话,SCN_PHONE,yes,WB2_PHONE_MSB155,whitebox_renders_v2/B06/WB2_PHONE_MSB155.png,手、听筒、电话线容易变形，需要 insert 白模,CAM_PHONE_03_RECEIVER_INSERT,旧电话听筒安静挂着，暖白光照出塑料划痕,电话,fixed close-up,planned_panel_whitebox
MSB156,B06,17,接起电话,SCN_PHONE,yes,WB2_PHONE_MSB156,whitebox_renders_v2/B06/WB2_PHONE_MSB156.png,手、听筒、电话线容易变形，需要 insert 白模,CAM_PHONE_03_RECEIVER_INSERT,小川的小手从下方进入画面，指尖犹豫,小川/电话,手慢慢靠近,planned_panel_whitebox
MSB157,B06,17,接起电话,SCN_PHONE,yes,WB2_PHONE_MSB157,whitebox_renders_v2/B06/WB2_PHONE_MSB157.png,手、听筒、电话线容易变形，需要 insert 白模,CAM_PHONE_03_RECEIVER_INSERT,指尖刚碰到旧听筒，手指发僵,小川/电话,微颤,planned_panel_whitebox
MSB158,B06,17,接起电话,SCN_PHONE,yes,WB2_PHONE_MSB158,whitebox_renders_v2/B06/WB2_PHONE_MSB158.png,手、听筒、电话线容易变形，需要 insert 白模,CAM_PHONE_03_RECEIVER_INSERT,听筒被轻轻拿起，底座弹起，电话线开始晃,电话/小川,向上拿起,planned_panel_whitebox
MSB159,B06,17,接起电话,SCN_PHONE,yes,WB2_PHONE_MSB159,whitebox_renders_v2/B06/WB2_PHONE_MSB159.png,手、听筒、电话线容易变形，需要 insert 白模,CAM_PHONE_03_RECEIVER_INSERT,旧电话线轻轻晃，形状像之后的像素线条,电话线,轻摆,planned_panel_whitebox
MSB160,B06,17,接起电话,SCN_PHONE,yes,WB2_PHONE_MSB160,whitebox_renders_v2/B06/WB2_PHONE_MSB160.png,手、听筒、电话线容易变形，需要 insert 白模,CAM_PHONE_03_RECEIVER_INSERT,小川把听筒贴近耳边，眼睛看向空处,小川,手停在耳边,planned_panel_whitebox
