whitebox_id,panel_id,batch,clip,scene_id,source_camera,render_path,location,lens_or_ortho,layout_focus,pose_or_path,status
WB2_ALLEY_MSB080,MSB080,B03,09,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B03\WB2_ALLEY_MSB080.png,"(31.64, -8.32, 1.67)",24.0mm,小齐在边缘前探，嘴角快笑，手还抠袖口,换重心,rendered
WB2_ALLEY_MSB081,MSB081,B03,09,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B03\WB2_ALLEY_MSB081.png,"(31.82, -8.88, 1.63)",24.0mm,阿磊迈到小川和小满前面，三兄弟左侧队形收紧,身体挡前,rendered
WB2_ALLEY_MSB082,MSB082,B03,09,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B03\WB2_ALLEY_MSB082.png,"(32.0, -8.6, 1.65)",24.0mm,小川站在阿磊背后半个身位，眼睛越过哥哥看彬子,攥书包带,rendered
WB2_ALLEY_MSB083,MSB083,B03,09,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B03\WB2_ALLEY_MSB083.png,"(32.18, -8.32, 1.67)",24.0mm,小满退到墙边，抓衣角，脚尖内扣，不知道该跑还是站,僵住,rendered
WB2_ALLEY_MSB084,MSB084,B03,09,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B03\WB2_ALLEY_MSB084.png,"(32.36, -8.88, 1.63)",24.0mm,小路像被两组人堵成死巷，三兄弟后方也变暗,不翻轴,rendered
WB2_ALLEY_MSB085,MSB085,B03,09,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B03\WB2_ALLEY_MSB085.png,"(31.64, -8.6, 1.65)",24.0mm,彬子越过小路盯住阿磊，旧街机红光记忆从脸上隐约回响,眼神锁定,rendered
WB2_ALLEY_MSB086,MSB086,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB086.png,"(33.82, -4.72, 1.42)",32.0mm,混混四人从半圆收拢，阿磊被挤到画面中心,向中心挤压,rendered
WB2_ALLEY_MSB087,MSB087,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB087.png,"(34.0, -5.28, 1.38)",32.0mm,阿磊下巴抬着说话，手却从口袋里抽出来挡在身前,后退半步,rendered
WB2_ALLEY_MSB088,MSB088,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB088.png,"(34.18, -5.0, 1.4)",32.0mm,高杆长手臂挡住阿磊侧后，灰白袖子像横杠,横臂不大动,rendered
WB2_ALLEY_MSB089,MSB089,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB089.png,"(34.36, -4.72, 1.42)",32.0mm,大海用肩膀和身体把空间压小，不做漂亮拳脚,身体前压,rendered
WB2_ALLEY_MSB090,MSB090,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB090.png,"(33.64, -5.28, 1.38)",32.0mm,小齐在边上起哄，身体前探但脚随时想退,换重心,rendered
WB2_ALLEY_MSB091,MSB091,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB091.png,"(33.82, -5.0, 1.4)",32.0mm,彬子站到阿磊面前，短脖子前压，嘴角歪,下巴顶人,rendered
WB2_ALLEY_MSB092,MSB092,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB092.png,"(34.0, -4.72, 1.42)",32.0mm,阿磊被推得肩膀一歪，仍想站稳,身体失衡但没倒,rendered
WB2_ALLEY_MSB093,MSB093,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB093.png,"(34.18, -5.28, 1.38)",32.0mm,小川站在侧面，双手攥书包带，眼睛在哥哥和彬子之间跳,身体收紧,rendered
WB2_ALLEY_MSB094,MSB094,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB094.png,"(34.36, -5.0, 1.4)",32.0mm,小满靠墙，嘴角下压，抓衣角，不哭也不喊,脚尖内扣，冻结,rendered
WB2_ALLEY_MSB095,MSB095,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB095.png,"(33.64, -4.72, 1.42)",32.0mm,阿磊被推到更低位置，混混身体变成画面边框,手持轻晃后停,rendered
WB2_ALLEY_MSB096,MSB096,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB096.png,"(33.82, -5.28, 1.38)",32.0mm,彬子表情变空，手臂或身体准备进一步动作，但不展示暴力细节,动作停在准备阶段,rendered
WB2_ALLEY_MSB097,MSB097,B04,10,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB097.png,"(34.0, -5.0, 1.4)",32.0mm,小川看到彬子的准备动作，脸僵住，眼神即将落向地面,头部开始下移,rendered
WB2_ALLEY_MSB098,MSB098,B04,11,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB098.png,"(29.93, -5.72, 1.12)",36.0mm,路边普通石块在湿地边缘，旁边碎砖和杂草说明它属于环境,固定低角度,rendered
WB2_ALLEY_MSB099,MSB099,B04,11,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB099.png,"(30.11, -6.28, 1.08)",36.0mm,小川眼神从哥哥和彬子之间突然落到地面石块,只有眼神变化,rendered
WB2_ALLEY_MSB100,MSB100,B04,11,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB100.png,"(29.9, -6.0, 1.1)",36.0mm,小川一只手从书包带上松开，指节发白,手部松开,rendered
WB2_ALLEY_MSB101,MSB101,B04,11,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB101.png,"(29.9, -5.72, 1.12)",36.0mm,小川身体歪斜向下，不是漂亮下蹲，书包失去平衡,身体向下折,rendered
WB2_ALLEY_MSB102,MSB102,B04,11,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB102.png,"(29.9, -6.28, 1.08)",36.0mm,小川的手碰到湿石块，泥水和小手比例清楚,手抓住石块,rendered
WB2_ALLEY_MSB103,MSB103,B04,11,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB103.png,"(29.93, -6.0, 1.1)",36.0mm,彬子准备动作继续靠近阿磊，画面边缘小川弯身,两条动作线并置,rendered
WB2_ALLEY_MSB104,MSB104,B04,11,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB104.png,"(30.11, -5.72, 1.12)",36.0mm,小川抓着石块猛地起身，身体歪，动作短促混乱,起身+甩动合一,rendered
WB2_ALLEY_MSB105,MSB105,B04,11,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB105.png,"(29.9, -6.28, 1.08)",36.0mm,前景人影或路灯柱遮住冲击瞬间，只看到众人身体突然停住,动作后突然 locked-off,rendered
WB2_ALLEY_MSB106,MSB106,B04,11,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB106.png,"(29.9, -6.0, 1.1)",36.0mm,彬子不做血腥表现，只拍脸上不可置信和失去凶相的空白,停住不动,rendered
WB2_ALLEY_MSB107,MSB107,B04,11,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB107.png,"(29.9, -5.72, 1.12)",36.0mm,小川手还悬着，嘴张开但发不出声，浅绿书包歪到一边,冻结一拍,rendered
WB2_ALLEY_MSB108,MSB108,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB108.png,"(29.95, -7.35, 1.05)",34.0mm,小川从冻结中突然歪出去，脚步不是标准起跑,身体先歪，脚才跟上,rendered
WB2_ALLEY_MSB109,MSB109,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB109.png,"(30.05, -6.95, 0.78)",42.0mm,浅绿色书包斜甩，红领巾被带起，证明是同一个主角,低位跟拍,rendered
WB2_ALLEY_MSB110,MSB110,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB110.png,"(29.69, -8.77, 1.19)",26.0mm,阿磊和小满留在混乱后方，阿磊半起身想喊，小满仍僵,不跟跑,rendered
WB2_ALLEY_MSB111,MSB111,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB111.png,"(29.87, -9.33, 1.15)",26.0mm,高杆和大海先愣住，小齐收声，彬子状态不清,动作延迟,rendered
WB2_ALLEY_MSB112,MSB112,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB112.png,"(30.05, -9.05, 1.17)",26.0mm,小川跑过刚才石块所在位置，湿地反光拉长,沿同一轴线向深处,rendered
WB2_ALLEY_MSB113,MSB113,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB113.png,"(30.23, -8.77, 1.19)",26.0mm,后方混混开始反应追，但与小川保持距离,同方向，不翻轴,rendered
WB2_ALLEY_MSB114,MSB114,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB114.png,"(30.41, -9.33, 1.15)",26.0mm,黑暗墙面快速擦过镜头，作为逃跑隐藏剪辑,横向擦镜,rendered
WB2_ALLEY_MSB115,MSB115,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB115.png,"(29.69, -9.05, 1.17)",26.0mm,旧路灯在小川头顶拉成长条，像 CRT 扫描线预兆,低位跟拍,rendered
WB2_ALLEY_MSB116,MSB116,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB116.png,"(29.87, -8.77, 1.19)",26.0mm,小川边跑边短促回头，圆眼睛睁大，嘴还张着,头部快速回看,rendered
WB2_ALLEY_MSB117,MSB117,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB117.png,"(30.05, -9.33, 1.15)",26.0mm,小路尽头出现废楼暗入口，像唯一可逃方向,镜头前方显露入口,rendered
WB2_ALLEY_MSB118,MSB118,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB118.png,"(30.23, -9.05, 1.17)",26.0mm,小川朝废楼入口跑去，追兵声音留在后方,方向锁定废楼,rendered
WB2_ALLEY_MSB119,MSB119,B04,12,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B04\WB2_ALLEY_MSB119.png,"(30.41, -8.77, 1.19)",26.0mm,小川身影被废楼入口暗处吞进去，路灯黄留在外面,暗处过门,rendered
WB2_CORRIDOR_MSB120,MSB120,B05,13,SCN_CORRIDOR,CAM_CORRIDOR_01_ENTRY_LONG,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB120.png,"(-1.32, 3.5, 0.95)",24.0mm,从废楼内部看小川冲进来，外面小路黄光在身后变小,由外到内,rendered
WB2_CORRIDOR_MSB121,MSB121,B05,13,SCN_CORRIDOR,CAM_CORRIDOR_01_ENTRY_LONG,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB121.png,"(-1.16, 3.5, 1.03)",27.0mm,冷绿灯管照到小川脸和红领巾，颜色从黄路灯切换,停顿半拍,rendered
WB2_CORRIDOR_MSB122,MSB122,B05,13,SCN_CORRIDOR,CAM_CORRIDOR_01_ENTRY_LONG,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB122.png,"(-1.25, 22.7, 1.05)",42.0mm,长走廊重复门洞和消防箱清楚，小川站在近处很小,中轴透视,rendered
WB2_CORRIDOR_MSB123,MSB123,B05,13,SCN_CORRIDOR,CAM_CORRIDOR_01_ENTRY_LONG,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB123.png,"(-0.84, 3.5, 1.03)",33.0mm,小川沿走廊深处跑，书包晃动变小,向深处奔跑,rendered
WB2_CORRIDOR_MSB124,MSB124,B05,13,SCN_CORRIDOR,CAM_CORRIDOR_01_ENTRY_LONG,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB124.png,"(-0.68, 3.5, 0.95)",36.0mm,白鞋踩过湿冷地面，回声拉长,脚步快速不稳,rendered
WB2_CORRIDOR_MSB125,MSB125,B05,13,SCN_CORRIDOR,CAM_CORRIDOR_01_ENTRY_LONG,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB125.png,"(-1.32, 5.1, 1.03)",24.0mm,小川回头看入口，追兵声像被门口吞掉,头部回看,rendered
WB2_CORRIDOR_MSB126,MSB126,B05,13,SCN_CORRIDOR,CAM_CORRIDOR_01_ENTRY_LONG,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB126.png,"(-1.35, 22.7, 1.05)",42.0mm,发霉墙、旧标语残片、消防箱红色块，建立废楼质感,固定细节,rendered
WB2_CORRIDOR_MSB127,MSB127,B05,13,SCN_CORRIDOR,CAM_CORRIDOR_01_ENTRY_LONG,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB127.png,"(-1.0, 7.25, 1.03)",30.0mm,小川跑向深处，身影被重复门洞切碎,低机位慢推,rendered
WB2_CORRIDOR_MSB128,MSB128,B05,13,SCN_CORRIDOR,CAM_CORRIDOR_01_ENTRY_LONG,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB128.png,"(-0.84, 8.85, 0.95)",33.0mm,小川刚跑出画面，走廊空着，只剩冷绿灯闪,locked-off,rendered
WB2_CORRIDOR_MSB129,MSB129,B05,14,SCN_CORRIDOR,CAM_CORRIDOR_02_LOW_TRACK,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB129.png,"(-1.05, 12.45, 1.05)",42.0mm,镜头贴着墙面跟小川跑，墙皮近到压迫画面,低位 tracking,rendered
WB2_CORRIDOR_MSB130,MSB130,B05,14,SCN_CORRIDOR,CAM_CORRIDOR_02_LOW_TRACK,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB130.png,"(-1.45, 13.7, 1.05)",42.0mm,小川一只手扶墙，另一只手抓书包带，呼吸乱,手擦过发霉墙,rendered
WB2_CORRIDOR_MSB131,MSB131,B05,14,SCN_CORRIDOR,CAM_CORRIDOR_02_LOW_TRACK,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB131.png,"(-1.16, 12.6, 1.03)",27.0mm,小川猛回头，远处没有清晰追兵，只有灯管闪,头部快速回看,rendered
WB2_CORRIDOR_MSB132,MSB132,B05,14,SCN_CORRIDOR,CAM_CORRIDOR_02_LOW_TRACK,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB132.png,"(-1.0, 16.55, 0.95)",30.0mm,重复门洞看起来比上一镜更多，但结构仍真实,slow dolly in,rendered
WB2_CORRIDOR_MSB133,MSB133,B05,14,SCN_CORRIDOR,CAM_CORRIDOR_02_LOW_TRACK,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB133.png,"(-0.84, 17.85, 1.03)",33.0mm,冷绿灯管闪烁，节奏慢慢接近电话铃,灯光闪动,rendered
WB2_CORRIDOR_MSB134,MSB134,B05,14,SCN_CORRIDOR,CAM_CORRIDOR_02_LOW_TRACK,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB134.png,"(-0.68, 16.35, 0.95)",36.0mm,小川停在走廊边，嘴张开，试图听声音,停住，身体仍绷,rendered
WB2_CORRIDOR_MSB135,MSB135,B05,14,SCN_CORRIDOR,CAM_CORRIDOR_02_LOW_TRACK,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB135.png,"(-1.32, 19.4, 1.03)",24.0mm,走廊尽头仍是暗门，没有出口，空间像循环,中轴固定,rendered
WB2_CORRIDOR_MSB136,MSB136,B05,14,SCN_CORRIDOR,CAM_CORRIDOR_02_LOW_TRACK,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB136.png,"(-1.16, 18.5, 0.95)",27.0mm,小川从跑变成慢走，书包歪着，脚步变轻,速度减慢,rendered
WB2_CORRIDOR_MSB137,MSB137,B05,14,SCN_CORRIDOR,CAM_CORRIDOR_02_LOW_TRACK,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB137.png,"(-1.0, 25.65, 1.03)",30.0mm,小川听到远处铃声，眼睛抬起但不知来源,头微抬,rendered
WB2_CORRIDOR_MSB138,MSB138,B05,14,SCN_CORRIDOR,CAM_CORRIDOR_02_LOW_TRACK,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_CORRIDOR_MSB138.png,"(-0.84, 24.95, 0.95)",33.0mm,走廊深处出现极弱暖点，还不像电话亭,远处暖光一点,rendered
WB2_PHONE_MSB139,MSB139,B05,15,SCN_PHONE,CAM_PHONE_01_DISTANT_GLOW,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB139.png,"(0.16, 15.0, 1.35)",35.0mm,走廊尽头暖白光变清楚，电话亭轮廓第一次可辨,locked-off,rendered
WB2_PHONE_MSB140,MSB140,B05,15,SCN_PHONE,CAM_PHONE_01_DISTANT_GLOW,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB140.png,"(-0.16, 15.22, 1.38)",35.0mm,小川在走廊中段停下，面对远处电话亭，比例很小,身体停住,rendered
WB2_PHONE_MSB141,MSB141,B05,15,SCN_PHONE,CAM_PHONE_01_DISTANT_GLOW,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB141.png,"(-0.08, 14.78, 1.32)",35.0mm,小川侧脸听铃声，眼睛看向暖光，红领巾微亮,头慢慢抬,rendered
WB2_PHONE_MSB142,MSB142,B05,15,SCN_PHONE,CAM_PHONE_01_DISTANT_GLOW,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB142.png,"(0.0, 15.0, 1.35)",35.0mm,电话亭不合理地嵌在废楼深处，但材质是旧玻璃和金属,不移动，只发光,rendered
WB2_PHONE_MSB143,MSB143,B05,15,SCN_PHONE,CAM_PHONE_01_DISTANT_GLOW,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB143.png,"(-0.35, 17.65, 1.18)",32.0mm,冷绿走廊和暖白电话亭形成明确色块，小川夹在中间,构图对称,rendered
WB2_PHONE_MSB144,MSB144,B05,15,SCN_PHONE,CAM_PHONE_01_DISTANT_GLOW,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB144.png,"(-0.45, 19.2, 1.12)",38.0mm,小川很慢地向电话亭方向迈一步，不是逃跑,慢步向前,rendered
WB2_PHONE_MSB145,MSB145,B05,15,SCN_PHONE,CAM_PHONE_01_DISTANT_GLOW,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB145.png,"(-0.16, 15.0, 1.35)",35.0mm,电话亭内旧电话和垂下电话线隐约可见,微 push-in,rendered
WB2_PHONE_MSB146,MSB146,B05,15,SCN_PHONE,CAM_PHONE_01_DISTANT_GLOW,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB146.png,"(-0.08, 15.22, 1.38)",35.0mm,小川在电话亭前方一段距离停下，暖光照到鞋尖,停顿一拍,rendered
WB2_PHONE_MSB147,MSB147,B05,16,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB147.png,"(-1.15, 28.78, 1.32)",35.0mm,电话亭门框占前景，小川从左侧黑暗靠近,slow dolly in,rendered
WB2_PHONE_MSB148,MSB148,B05,16,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB148.png,"(-1.07, 29.0, 1.35)",35.0mm,暖白光先照到小川红领巾和脸下半部，眼睛仍在阴影里,慢慢前进,rendered
WB2_PHONE_MSB149,MSB149,B05,16,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB149.png,"(-0.99, 29.22, 1.38)",35.0mm,浅绿色书包边缘被电话亭光勾出来，肩带一松一紧,小步靠近,rendered
WB2_PHONE_MSB150,MSB150,B05,16,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB150.png,"(-1.31, 28.78, 1.32)",35.0mm,小川眼睛看向旧听筒，不看镜头，嘴唇半张,头微转,rendered
WB2_PHONE_MSB151,MSB151,B05,16,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB151.png,"(-1.23, 29.0, 1.35)",35.0mm,小川手伸向电话亭边缘又缩回一点，指尖颤,伸手-停-缩,rendered
WB2_PHONE_MSB152,MSB152,B05,16,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB152.png,"(-1.15, 29.22, 1.38)",35.0mm,小川站在电话亭前，小身体被暖光包住，背后仍是冷绿走廊,停住,rendered
WB2_PHONE_MSB153,MSB153,B05,16,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB153.png,"(-1.35, 28.85, 1.35)",32.0mm,旧电话听筒轻微震动或铃声源头被强调，塑料旧化清楚,固定特写,rendered
WB2_PHONE_MSB154,MSB154,B05,16,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B05\WB2_PHONE_MSB154.png,"(-0.99, 29.0, 1.35)",35.0mm,小川手悬在听筒旁，眼泪没落，呼吸压住,手悬停,rendered
WB2_PHONE_MSB155,MSB155,B06,17,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB155.png,"(-0.81, 31.07, 1.48)",67.0mm,旧电话听筒安静挂着，暖白光照出塑料划痕,fixed close-up,rendered
WB2_PHONE_MSB156,MSB156,B06,17,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB156.png,"(-1.22, 30.12, 1.43)",42.0mm,小川的小手从下方进入画面，指尖犹豫,手慢慢靠近,rendered
WB2_PHONE_MSB157,MSB157,B06,17,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB157.png,"(-0.65, 30.85, 1.45)",67.0mm,指尖刚碰到旧听筒，手指发僵,微颤,rendered
WB2_PHONE_MSB158,MSB158,B06,17,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB158.png,"(-0.57, 31.07, 1.48)",67.0mm,听筒被轻轻拿起，底座弹起，电话线开始晃,向上拿起,rendered
WB2_PHONE_MSB159,MSB159,B06,17,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB159.png,"(-1.14, 30.12, 1.43)",42.0mm,旧电话线轻轻晃，形状像之后的像素线条,轻摆,rendered
WB2_PHONE_MSB160,MSB160,B06,17,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB160.png,"(-0.81, 30.85, 1.45)",67.0mm,小川把听筒贴近耳边，眼睛看向空处,手停在耳边,rendered
WB2_PHONE_MSB161,MSB161,B06,17,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB161.png,"(-0.73, 31.07, 1.48)",67.0mm,小川脸部微微僵住，暖光与冷绿在脸上分裂,完全静止一拍,rendered
