card_uid,item_id,scene_id,beat,shot_type,frame_description,linked_cards,spatial_logic,image_prompt,video_prompt,notes,revision_note,sort_after,selected,status,output_path,references
CARD_BW_022,OP_SHOT_022,SCN_REF003_RUNNING,Jean 反应近景,Jean reaction close,"Jean close reaction on the running beat, still part of the montage.","OP_SHOT_021, OP_SHOT_023","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 00:47.50. Shot OP_SHOT_022: Jean reaction close. Frame description: Jean close reaction on the running beat, still part of the montage. Unit: VU_REF003_011_RUNNING_MONTAGE (角色奔跑 montage). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_011_RUNNING_MONTAGE
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_011_RUNNING_MONTAGE.md
- 本关键帧 / This keyframe: 图6 = OP_SHOT_022 (图6 / Jean_reaction_close)
- 参考时间 / Reference timing: 00:47.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
","REFERENCE003_QA_BATCH04 official keyframe generated from full video reference. Visual QA pass: Jean thumbs-up close reaction, age-appropriate, no text/logo.",V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane. Heroine design replacement generated with selected C candidate.,OP_SHOT_021,True,generated_reference003_qa_pass,08_generation/jobs/REFERENCE003_OFFICIAL_KEYFRAMES_QA_20260630_BATCH04/outputs/OP_SHOT_022.png,[]
CARD_BW_023,OP_SHOT_023,SCN_REF003_VEHICLE_ACTION,Grandis 动作桥,Grandis action bridge,"Grandis and companions surge into an action beat, lively but live-action grounded.","OP_SHOT_022, OP_SHOT_024","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 00:48.00. Shot OP_SHOT_023: Grandis action bridge. Frame description: Grandis and companions surge into an action beat, lively but live-action grounded. Unit: VU_REF003_012_GRANDIS_VEHICLE_ACTION (Grandis 车辆动作到群像). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_012_GRANDIS_VEHICLE_ACTION
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_012_GRANDIS_VEHICLE_ACTION.md
- 本关键帧 / This keyframe: 图1 = OP_SHOT_023 (图1 / Grandis_action_close)
- 参考时间 / Reference timing: 00:48.00
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
","REFERENCE003_QA_BATCH04 official keyframe generated from full video reference. Visual QA pass: Grandis trio action beat, adult trio, no text/logo.",V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_022,True,generated_reference003_qa_pass,08_generation/jobs/REFERENCE003_OFFICIAL_KEYFRAMES_QA_20260630_BATCH04/outputs/OP_SHOT_023.png,[]
CARD_BW_024,OP_SHOT_024,SCN_REF003_VEHICLE_ACTION,车辆/飞行器空中动作,vehicle sky action,"A retro adventure vehicle or craft arcs through blue sky and cloud spray, energetic but readable.","OP_SHOT_023, OP_SHOT_025","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 00:49.50. Shot OP_SHOT_024: vehicle sky action. Frame description: A retro adventure vehicle or craft arcs through blue sky and cloud spray, energetic but readable. Unit: VU_REF003_012_GRANDIS_VEHICLE_ACTION (Grandis 车辆动作到群像). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_012_GRANDIS_VEHICLE_ACTION
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_012_GRANDIS_VEHICLE_ACTION.md
- 本关键帧 / This keyframe: 图2 = OP_SHOT_024 (图2 / vehicle_sky_action)
- 参考时间 / Reference timing: 00:49.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
","REFERENCE003_QA_BATCH04 official keyframe generated from full video reference. Visual QA pass: retro craft in sky/cloud spray, no text/logo.",V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane. Heroine design replacement generated with selected C candidate.,OP_SHOT_023,True,generated_reference003_qa_pass,08_generation/jobs/REFERENCE003_OFFICIAL_KEYFRAMES_QA_20260630_BATCH04/outputs/OP_SHOT_024.png,[]
CARD_BW_025,OP_SHOT_025,SCN_REF003_VEHICLE_ACTION,全员群像,group lineup,"Main group lineup in a bright character tableau, no text overlay.","OP_SHOT_024, OP_SHOT_026","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 00:51.50. Shot OP_SHOT_025: group lineup. Frame description: Main group lineup in a bright character tableau, no text overlay. Unit: VU_REF003_012_GRANDIS_VEHICLE_ACTION (Grandis 车辆动作到群像). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_012_GRANDIS_VEHICLE_ACTION
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_012_GRANDIS_VEHICLE_ACTION.md
- 本关键帧 / This keyframe: 图3 = OP_SHOT_025 (图3 / group_lineup)
- 参考时间 / Reference timing: 00:51.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_024,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_025.png,[]
CARD_BW_026,OP_SHOT_026,SCN_REF003_NAUTILUS_UNDERSEA,Nautilus 水下初现,Nautilus undersea start,"Deep blue underwater light shafts with Nautilus silhouette entering, no credits.","OP_SHOT_025, OP_SHOT_027","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 00:52.50. Shot OP_SHOT_026: Nautilus undersea start. Frame description: Deep blue underwater light shafts with Nautilus silhouette entering, no credits. Unit: VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS (Nautilus 海底光束段). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS.md
- 本关键帧 / This keyframe: 图1 = OP_SHOT_026 (图1 / undersea_start)
- 参考时间 / Reference timing: 00:52.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_025,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_026.png,[]
CARD_BW_027,OP_SHOT_027,SCN_REF003_NAUTILUS_UNDERSEA,Nautilus 水下通过,Nautilus pass,"Nautilus passes under shimmering surface light, large but graceful.","OP_SHOT_026, OP_SHOT_028","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 00:55.00. Shot OP_SHOT_027: Nautilus pass. Frame description: Nautilus passes under shimmering surface light, large but graceful. Unit: VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS (Nautilus 海底光束段). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS.md
- 本关键帧 / This keyframe: 图2 = OP_SHOT_027 (图2 / undersea_pass)
- 参考时间 / Reference timing: 00:55.00
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_026,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_027.png,[]
CARD_BW_028,OP_SHOT_028,SCN_REF003_NAUTILUS_UNDERSEA,Nautilus 深蓝剪影,Nautilus shadow,"Submarine silhouette deepens in blue water with moving light bands, no text.","OP_SHOT_027, OP_SHOT_029","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 00:58.50. Shot OP_SHOT_028: Nautilus shadow. Frame description: Submarine silhouette deepens in blue water with moving light bands, no text. Unit: VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS (Nautilus 海底光束段). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS.md
- 本关键帧 / This keyframe: 图3 = OP_SHOT_028 (图3 / undersea_shadow)
- 参考时间 / Reference timing: 00:58.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_027,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_028.png,[]
CARD_BW_029,OP_SHOT_029,SCN_REF003_NIGHT_GRID,夜城初现,night city reveal,"Dark night city under hovering craft lights, blue tones and mysterious scale.","OP_SHOT_028, OP_SHOT_030","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:01.50. Shot OP_SHOT_029: night city reveal. Frame description: Dark night city under hovering craft lights, blue tones and mysterious scale. Unit: VU_REF003_014_NIGHT_CITY_BLUE_GRID (夜城与蓝色地面图案). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_014_NIGHT_CITY_BLUE_GRID
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_014_NIGHT_CITY_BLUE_GRID.md
- 本关键帧 / This keyframe: 图1 = OP_SHOT_029 (图1 / night_city_reveal)
- 参考时间 / Reference timing: 01:01.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_028,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_029.png,[]
CARD_BW_030,OP_SHOT_030,SCN_REF003_NIGHT_GRID,蓝色地面图案,glowing blue grid,"Glowing blue geometric grid or diagram across the ground with city lights beyond, no readable symbols.","OP_SHOT_029, OP_SHOT_031","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:03.50. Shot OP_SHOT_030: glowing blue grid. Frame description: Glowing blue geometric grid or diagram across the ground with city lights beyond, no readable symbols. Unit: VU_REF003_014_NIGHT_CITY_BLUE_GRID (夜城与蓝色地面图案). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_014_NIGHT_CITY_BLUE_GRID
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_014_NIGHT_CITY_BLUE_GRID.md
- 本关键帧 / This keyframe: 图2 = OP_SHOT_030 (图2 / glowing_blue_grid)
- 参考时间 / Reference timing: 01:03.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_029,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_030.png,[]
CARD_BW_031,OP_SHOT_031,SCN_REF003_NIGHT_AIRCRAFT,夜航飞行器,night aircraft pass,"Dark retro aircraft passes at night with small colored lights, no text.","OP_SHOT_030, OP_SHOT_032","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:05.50. Shot OP_SHOT_031: night aircraft pass. Frame description: Dark retro aircraft passes at night with small colored lights, no text. Unit: VU_REF003_015_NIGHT_AIRCRAFT_PASS (夜航飞行器短切). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_015_NIGHT_AIRCRAFT_PASS
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_015_NIGHT_AIRCRAFT_PASS.md
- 本关键帧 / This keyframe: 图1 = OP_SHOT_031 (图1 / night_aircraft_pass)
- 参考时间 / Reference timing: 01:05.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_030,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_031.png,[]
