panel_id,batch,clip,clip_title,scene_id,camera,asset_type,priority,pure_path,annotated_path,pure_prompt,negative_prompt,spatial_lock,story_stage,stage_name,character_stage_lock,wardrobe_state,emotion_state,environment_stage_lock,whitebox_reference_path
MSB001,B01,01,老小区建立,SCN_COMPOUND,CAM_COMPOUND_01_ESTABLISH,storyboard,A,visual_assets/pure/micro_storyboard/B01/MSB001_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB001_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S0_START_CLEAN 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 现代商业街、明亮商铺、现代招牌、人群拥挤; 现代商铺化、入口漂移. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光 / Environment continuity lock,S0_START_CLEAN,起始干净阶段 / Start clean,角色焦点：环境；连续性：老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光 / Character focus: 环境; continuity: 老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光,角色焦点：环境；连续性：老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光 / Character focus: 环境; continuity: 老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光,无人物，只有潮湿和静默 / Emotion state from panel plan,老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光 / Environment continuity lock,whitebox_renders_v2/B01/WB2_COMPOUND_MSB001.png
MSB104,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,storyboard,A,visual_assets/pure/micro_storyboard/B04/MSB104_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB104_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S4_STONE_ACCIDENT 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝; 血腥特写、石块武器化. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：小川；连续性：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Character focus: 小川; continuity: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,角色焦点：小川；连续性：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Character focus: 小川; continuity: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,惊恐，不是愤怒 / Emotion state from panel plan,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB104.png
MSB105,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,end_frame,A,visual_assets/pure/micro_storyboard/B04/MSB105_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB105_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S4_STONE_ACCIDENT 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝; 血腥特写、石块武器化. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：全体；连续性：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Character focus: 全体; continuity: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,角色焦点：全体；连续性：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Character focus: 全体; continuity: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,声音抽空 / Emotion state from panel plan,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB105.png
MSB106,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,keyframe,A,visual_assets/pure/micro_storyboard/B04/MSB106_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB106_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S4_STONE_ACCIDENT 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝; 血腥特写、石块武器化. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：彬子；连续性：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Character focus: 彬子; continuity: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,角色焦点：彬子；连续性：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Character focus: 彬子; continuity: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,从凶变空 / Emotion state from panel plan,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB106.png
MSB107,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,keyframe,A,visual_assets/pure/micro_storyboard/B04/MSB107_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB107_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S4_STONE_ACCIDENT 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 血腥头部特写、英雄化慢动作、武器摆拍、石块变刀棍、庆祝; 血腥特写、石块武器化. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：小川；连续性：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Character focus: 小川; continuity: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,角色焦点：小川；连续性：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Character focus: 小川; continuity: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,彻底惊恐 / Emotion state from panel plan,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB107.png
MSB108,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,start_frame,A,visual_assets/pure/micro_storyboard/B04/MSB108_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB108_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S5_ESCAPE_DIRTY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑; 逃跑方向漂移、追兵贴太近. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 小川; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,角色焦点：小川；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 小川; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,惊恐自动反应 / Emotion state from panel plan,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB108.png
MSB109,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,A,visual_assets/pure/micro_storyboard/B04/MSB109_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB109_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S5_ESCAPE_DIRTY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑; 逃跑方向漂移、追兵贴太近. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川/道具；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 小川/道具; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,角色焦点：小川/道具；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 小川/道具; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,恐惧速度 / Emotion state from panel plan,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB109.png
MSB110,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,A,visual_assets/pure/micro_storyboard/B04/MSB110_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB110_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S5_ESCAPE_DIRTY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑; 逃跑方向漂移、追兵贴太近. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：阿磊/小满；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 阿磊/小满; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,角色焦点：阿磊/小满；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 阿磊/小满; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,震惊和迟滞 / Emotion state from panel plan,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB110.png
MSB111,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,B,visual_assets/pure/micro_storyboard/B04/MSB111_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB111_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S5_ESCAPE_DIRTY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑; 逃跑方向漂移、追兵贴太近. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：混混四人；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 混混四人; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,角色焦点：混混四人；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 混混四人; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,群体失控 / Emotion state from panel plan,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB111.png
MSB112,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,A,visual_assets/pure/micro_storyboard/B04/MSB112_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB112_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S5_ESCAPE_DIRTY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑; 逃跑方向漂移、追兵贴太近. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川/环境；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 小川/环境; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,角色焦点：小川/环境；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 小川/环境; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃离现场 / Emotion state from panel plan,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB112.png
MSB113,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,A,visual_assets/pure/micro_storyboard/B04/MSB113_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB113_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S5_ESCAPE_DIRTY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑; 逃跑方向漂移、追兵贴太近. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：追兵/小川；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 追兵/小川; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,角色焦点：追兵/小川；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 追兵/小川; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,追逐启动但空间清楚 / Emotion state from panel plan,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB113.png
MSB114,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,B,visual_assets/pure/micro_storyboard/B04/MSB114_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB114_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S5_ESCAPE_DIRTY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑; 逃跑方向漂移、追兵贴太近. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：环境；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 环境; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,角色焦点：环境；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 环境; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,无表情，速度感 / Emotion state from panel plan,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB114.png
MSB115,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,keyframe,A,visual_assets/pure/micro_storyboard/B04/MSB115_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB115_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S5_ESCAPE_DIRTY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 逃跑方向漂移、大街追车、突然变白天、追兵追到身边、哥哥小满一起跑; 逃跑方向漂移、追兵贴太近. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川/环境；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 小川/环境; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,角色焦点：小川/环境；连续性：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Character focus: 小川/环境; continuity: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,呼吸乱 / Emotion state from panel plan,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB115.png
