panel_id,clip,clip_title,story_stage,stage_name,character_stage_lock,wardrobe_state,emotion_state,environment_stage_lock,whitebox_reference_path
MSB048,clip_05,arcade_play,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：小川 / Character focus: 小川,连续性锚点：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Continuity anchors: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,半笑半怕 / Emotion state,哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,whitebox_renders_v2/B02/WB2_ARCADE_MSB048.png
MSB049,clip_05,arcade_play,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：彬子/阿磊 / Character focus: 彬子/阿磊,连续性锚点：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Continuity anchors: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,羞辱转为报复 / Emotion state,哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,whitebox_renders_v2/B02/WB2_ARCADE_MSB049.png
MSB050,clip_06,arcade_play,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：彬子 / Character focus: 彬子,连续性锚点：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Continuity anchors: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,受辱憋怒 / Emotion state,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,whitebox_renders_v2/B02/WB2_ARCADE_MSB050.png
MSB051,clip_06,arcade_play,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：高杆 / Character focus: 高杆,连续性锚点：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Continuity anchors: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,半垂眼，无聊但压迫 / Emotion state,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,whitebox_renders_v2/B02/WB2_ARCADE_MSB051.png
MSB052,clip_06,arcade_play,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：大海 / Character focus: 大海,连续性锚点：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Continuity anchors: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,看彬子脸色 / Emotion state,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,whitebox_renders_v2/B02/WB2_ARCADE_MSB052.png
MSB053,clip_06,arcade_play,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：小齐 / Character focus: 小齐,连续性锚点：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Continuity anchors: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,讨好转紧张 / Emotion state,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,whitebox_renders_v2/B02/WB2_ARCADE_MSB053.png
MSB054,clip_06,arcade_play,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：混混四人 / Character focus: 混混四人,连续性锚点：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Continuity anchors: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,不同情绪：憋怒、冷、等命令、慌兴奋 / Emotion state,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,whitebox_renders_v2/B02/WB2_ARCADE_MSB054.png
MSB055,clip_06,arcade_play,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：阿磊/三兄弟 / Character focus: 阿磊/三兄弟,连续性锚点：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Continuity anchors: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,阿磊得意，小川不安，小满跟随 / Emotion state,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,whitebox_renders_v2/B02/WB2_ARCADE_MSB055.png
MSB056,clip_06,arcade_play,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：彬子 / Character focus: 彬子,连续性锚点：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Continuity anchors: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,决定报复 / Emotion state,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,whitebox_renders_v2/B02/WB2_ARCADE_MSB056.png
MSB057,clip_06,arcade_play,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：混混四人/环境 / Character focus: 混混四人/环境,连续性锚点：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Continuity anchors: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,压住的怒气 / Emotion state,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,whitebox_renders_v2/B02/WB2_ARCADE_MSB057.png
MSB058,clip_07,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：三兄弟 / Character focus: 三兄弟,连续性锚点：游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Continuity anchors: 游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩,兴奋后松一口气 / Emotion state,游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Environment continuity lock,whitebox_renders_v2/B03/WB2_EXIT_MSB058.png
MSB059,clip_07,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：阿磊 / Character focus: 阿磊,连续性锚点：游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Continuity anchors: 游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩,得意但装酷 / Emotion state,游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Environment continuity lock,whitebox_renders_v2/B03/WB2_EXIT_MSB059.png
MSB060,clip_07,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：小川 / Character focus: 小川,连续性锚点：游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Continuity anchors: 游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩,想加入哥哥的得意 / Emotion state,游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Environment continuity lock,whitebox_renders_v2/B03/WB2_EXIT_MSB060.png
MSB061,clip_07,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：小满 / Character focus: 小满,连续性锚点：游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Continuity anchors: 游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩,跟随式开心 / Emotion state,游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Environment continuity lock,whitebox_renders_v2/B03/WB2_EXIT_MSB061.png
MSB062,clip_07,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：环境/三兄弟 / Character focus: 环境/三兄弟,连续性锚点：游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Continuity anchors: 游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩,兴奋开始变远 / Emotion state,游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Environment continuity lock,whitebox_renders_v2/B03/WB2_EXIT_MSB062.png
MSB063,clip_07,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：环境 / Character focus: 环境,连续性锚点：游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Continuity anchors: 游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩,无人物，过渡 / Emotion state,游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Environment continuity lock,whitebox_renders_v2/B03/WB2_EXIT_MSB063.png
MSB064,clip_07,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：三兄弟 / Character focus: 三兄弟,连续性锚点：游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Continuity anchors: 游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩,阿磊得意，小川亮眼，小满放松 / Emotion state,游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Environment continuity lock,whitebox_renders_v2/B03/WB2_EXIT_MSB064.png
MSB065,clip_07,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：三兄弟/环境 / Character focus: 三兄弟/环境,连续性锚点：游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Continuity anchors: 游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩,开心边缘出现不安 / Emotion state,游戏机房门口、旧卷帘门、昏黄路灯、门内 CRT 漏光、三兄弟全男孩 / Environment continuity lock,whitebox_renders_v2/B03/WB2_EXIT_MSB065.png
MSB066,clip_08,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：环境 / Character focus: 环境,连续性锚点：老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Continuity anchors: 老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,无人物，偏僻感 / Emotion state,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB066.png
MSB067,clip_08,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：三兄弟 / Character focus: 三兄弟,连续性锚点：老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Continuity anchors: 老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,还在兴奋 / Emotion state,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB067.png
MSB068,clip_08,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：阿磊/小川 / Character focus: 阿磊/小川,连续性锚点：老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Continuity anchors: 老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,阿磊得意，小川崇拜 / Emotion state,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB068.png
MSB069,clip_08,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：小满 / Character focus: 小满,连续性锚点：老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Continuity anchors: 老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,放松但迟缓 / Emotion state,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB069.png
MSB070,clip_08,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：道具/环境 / Character focus: 道具/环境,连续性锚点：老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Continuity anchors: 老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,无人物 / Emotion state,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB070.png
MSB071,clip_08,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：小川/道具 / Character focus: 小川/道具,连续性锚点：老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Continuity anchors: 老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,开心余波 / Emotion state,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB071.png
MSB072,clip_08,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：混混远影/三兄弟 / Character focus: 混混远影/三兄弟,连续性锚点：老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Continuity anchors: 老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,危险初现 / Emotion state,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB072.png
MSB073,clip_08,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：阿磊 / Character focus: 阿磊,连续性锚点：老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Continuity anchors: 老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,从得意转警觉 / Emotion state,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB073.png
MSB074,clip_08,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：小川 / Character focus: 小川,连续性锚点：老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Continuity anchors: 老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,不明所以的紧张 / Emotion state,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB074.png
MSB075,clip_08,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：三兄弟/环境 / Character focus: 三兄弟/环境,连续性锚点：老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Continuity anchors: 老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家,兴奋完全消失 / Emotion state,老小区背后偏僻小路、围墙、杂草、碎砖石、潮湿地面、旧路灯，三兄弟从游戏机房回家 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB075.png
MSB076,clip_09,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：混混四人 / Character focus: 混混四人,连续性锚点：三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,彬子凶，高杆冷，大海等命令，小齐兴奋 / Emotion state,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB076.png
MSB077,clip_09,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：彬子 / Character focus: 彬子,连续性锚点：三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,受辱后的凶 / Emotion state,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB077.png
MSB078,clip_09,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：高杆 / Character focus: 高杆,连续性锚点：三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,半垂眼，不说话 / Emotion state,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB078.png
MSB079,clip_09,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：大海 / Character focus: 大海,连续性锚点：三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,看彬子等命令 / Emotion state,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB079.png
MSB080,clip_09,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：小齐 / Character focus: 小齐,连续性锚点：三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,兴奋讨好 / Emotion state,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB080.png
MSB081,clip_09,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：阿磊/三兄弟 / Character focus: 阿磊/三兄弟,连续性锚点：三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,强撑，怕但要挡 / Emotion state,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB081.png
MSB082,clip_09,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：小川 / Character focus: 小川,连续性锚点：三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,紧张，理解危险 / Emotion state,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB082.png
MSB083,clip_09,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：小满 / Character focus: 小满,连续性锚点：三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,茫然害怕 / Emotion state,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB083.png
MSB084,clip_09,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：全体 / Character focus: 全体,连续性锚点：三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,对峙凝固 / Emotion state,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB084.png
MSB085,clip_09,exit_to_standoff,S2_EXIT_TO_STANDOFF,离场对峙阶段 / Exit to standoff,角色焦点：彬子/阿磊 / Character focus: 彬子/阿磊,连续性锚点：三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄,报复明确 / Emotion state,三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄 / Environment continuity lock,whitebox_renders_v2/B03/WB2_ALLEY_MSB085.png
MSB086,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：阿磊/混混四人 / Character focus: 阿磊/混混四人,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,阿磊强撑，四人压近 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB086.png
MSB087,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：阿磊 / Character focus: 阿磊,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,嘴硬，手先暴露害怕 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB087.png
MSB088,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：高杆/阿磊 / Character focus: 高杆/阿磊,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,高杆冷，阿磊被限制 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB088.png
MSB089,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：大海/阿磊 / Character focus: 大海/阿磊,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,大海执行命令 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB089.png
MSB090,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：小齐 / Character focus: 小齐,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,兴奋又虚 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB090.png
MSB091,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：彬子/阿磊 / Character focus: 彬子/阿磊,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,羞辱对峙 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB091.png
MSB092,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：阿磊 / Character focus: 阿磊,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,疼但怕丢脸 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB092.png
MSB093,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：小川 / Character focus: 小川,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,想动但不知道怎么动 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB093.png
MSB094,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：小满 / Character focus: 小满,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,被吓空 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png
